Original,Character,Dialogue,Wordcount
Cloud: I said,Cloud,I said—,2
"Johnny: The way you fight, bro, is like poetry and violence! ""Bam! Bam! Whoosh whoosh!"" You know? I really wish I could be just like you. My problem is that I tend to overthink and overanalyze everything. Sobro, do you have any advice for a smart, stand-up guy like myself?",Johnny,"The way you fight, bro, is like poetry and violence! ""Bam! Bam! Whoosh whoosh!"" You know? I really wish I could be just like you. My problem is that I tend to overthink and overanalyze everything. So—bro, do you have any advice for a smart, stand-up guy like myself?",49
Cloud: No.,Cloud,No.,1
"Johnny: Well, this is it for me. Call me crazy, but...I have a feeling that I'll just be getting in the way.",Johnny,"Well, this is it for me. Call me crazy, but...I have a feeling that I'll just be getting in the way.",21
Cloud: Go find Aerith at Madam M's. Tell her to wait for me there once she's done. Think you can handle that?,Cloud,Go find Aerith at Madam M's. Tell her to wait for me there once she's done. Think you can handle that?,21
Johnny: Yessir!,Johnny,Yessir!,1
Leslie: You again.,Leslie,You again.,2
"Leslie: You know that's only good for women, right?",Leslie,"You know that's only good for women, right?",8
Cloud: Yeah. It's for Aerith.,Cloud,Yeah. It's for Aerith.,4
"Leslie: Who? Oh, that girl you were with. Sorry to hear that. Well, either way, you're stuck out here, pal. I can't let you in.",Leslie,"Who? Oh, that girl you were with. Sorry to hear that. Well, either way, you're stuck out here, pal. I can't let you in.",24
Cloud: I wasn't asking for permission.,Cloud,I wasn't asking for permission.,5
"Leslie: Wouldn't try it if I were you. Trust me, you don't wanna screw with the don. If you even think about causing trouble, he'll make sure someone pays for it. And that ""someone"" might wind up being the girl you're trying so hard to break out. Or it could wind up being someone you've never even met before. Get it? You're in the don's world now. Anyway, you've got some time. The audition won't start for a while. If you're sure you wanna go through with this, then bring the girl and the letter. But...if I were you, I wouldn't.",Leslie,"Wouldn't try it if I were you. Trust me, you don't wanna screw with the don. If you even think about causing trouble, he'll make sure someone pays for it. And that ""someone"" might wind up being the girl you're trying so hard to break out. Or it could wind up being someone you've never even met before. Get it? You're in the don's world now. Anyway, you've got some time. The audition won't start for a while. If you're sure you wanna go through with this, then bring the girl and the letter. But...if I were you, I wouldn't.",100
"Leslie: Go on, get outta here.",Leslie,"Go on, get outta here.",5
"Johnny: Hey, get outta the way! Quit gawking! Move it, move it! C'mon! Yo, clear the road!",Johnny,"Hey, get outta the way! Quit gawking! Move it, move it! C'mon! Yo, clear the road!",16
Johnny: Ma'am.,Johnny,Ma'am.,1
Aerith: Heya...,Aerith,Heya...,1
"Cloud: Uh, Aerith? What are you wearing?",Cloud,"Uh, Aerith? What are you wearing?",6
"Aerith: I know right? It's bad. Like, super bad. I've been trying to figure out if there was anything more I could've done with it, but...",Aerith,"I know right? It's bad. Like, super bad. I've been trying to figure out if there was anything more I could've done with it, but...",25
Cloud: Doesn't really matter if you get picked or not anyway.,Cloud,Doesn't really matter if you get picked or not anyway.,10
"Aerith: Yeah, but still... You put a lot of work into this.",Aerith,"Yeah, but still... You put a lot of work into this.",11
Aerith: ...Did you put a lot of work into this?,Aerith,...Did you put a lot of work into this?,9
Aerith: Heya.,Aerith,Heya.,1
Cloud: Hey. What are you wearing?,Cloud,Hey. What are you wearing?,5
Aerith: I hear Corneo likes his girls super-duper girly and dolled up. But I thought he might appreciate something a little more down to earth for a change.,Aerith,I hear Corneo likes his girls super-duper girly and dolled up. But I thought he might appreciate something a little more down to earth for a change.,27
"Aerith: What, you don't like it?",Aerith,"What, you don't like it?",5
Cloud: I...didn't say that.,Cloud,I...didn't say that.,3
Aerith: Then...does that mean you do like it?,Aerith,Then...does that mean you do like it?,7
Cloud: Uh...,Cloud,Uh...,1
Aerith: Heya.,Aerith,Heya.,1
Cloud: That's really...,Cloud,That's really...,2
Aerith: Yeah. Corneo's got certain...tastes. This dress is so gaudy and impossible to move in...,Aerith,Yeah. Corneo's got certain...tastes. This dress is so gaudy and impossible to move in...,14
Cloud: Y-yeah...,Cloud,Y-yeah...,1
Aerith: Cloud!?,Aerith,Cloud!?,1
Cloud: 'Scuse me.,Cloud,Scuse me.,2
"Cloud: Hey, wait a minute. Did Johnny forget to give you my message?",Cloud,"Hey, wait a minute. Did Johnny forget to give you my message?",12
"Aerith: The one asking me to stay put? No, I got it. I was worried about you.",Aerith,"The one asking me to stay put? No, I got it. I was worried about you.",16
"Cloud: I'm starting to think this place is more dangerous than we thought. Who knows what they'll ask you to do in this ""audition."" No way in hell I'll let you go in there by yourself.",Cloud,"I'm starting to think this place is more dangerous than we thought. Who knows what they'll ask you to do in this ""audition."" No way in hell I'll let you go in there by yourself.",35
"Aerith: By myself? Oh, don't worry, I wasn't gonna. Come on. You'll see.",Aerith,"By myself? Oh, don't worry, I wasn't gonna. Come on. You'll see.",12
"Cloud: See what, exactly?",Cloud,"See what, exactly?",3
"Aerith: According to Madam M, you've caught the eye of a certain fabulous someone, and they'd like to meet in person.",Aerith,"According to Madam M, you've caught the eye of a certain fabulous someone, and they'd like to meet in person.",20
Cloud: Huh?,Cloud,Huh?,1
Loitering Man: Look at you all dolled up and fabulous. Where are you headed tonight?,Loitering Man,Look at you all dolled up and fabulous. Where are you headed tonight?,13
"Sweet Old Man: Well, what do we have here? You're quite the pretty little lady.",Sweet Old Man,"Well, what do we have here? You're quite the pretty little lady.",12
Man in Love: Huh. She's not bad at all.,Man in Love,Huh. She's not bad at all.,6
Woman in Love: What? Say that again.,Woman in Love,What? Say that again.,4
Man in Love: Don't be like that. You're still the most beautiful girl in the world. And I'm lucky to be with you.,Man in Love,Don't be like that. You're still the most beautiful girl in the world. And I'm lucky to be with you.,20
"Woman in Love: Ohh, I can never stay mad at you!",Woman in Love,"Ohh, I can never stay mad at you!",8
"Womanizer: Hey there, cutie. Where you headed? Why don't you let me buy you a cup of coffee?",Womanizer,"Hey there, cutie. Where you headed? Why don't you let me buy you a cup of coffee?",17
Critical Woman: Hmm... I give her a B for effort.,Critical Woman,Hmm... I give her a B for effort.,8
Sharp-Tongued Woman: That dress is completely overshadowing her. She's got a lot to learn.,Sharp-Tongued Woman,That dress is completely overshadowing her. She's got a lot to learn.,12
Poet: You are like the beautiful flower that blooms under the brilliant moonlight.,Poet,You are like the beautiful flower that blooms under the brilliant moonlight.,12
Cloud: Why are we here?,Cloud,Why are we here?,4
"Aerith: To see the Honeybee Inn's Andrea Rhodea, and convince him to give you his stamp of approval. You said you didn't want me going alone, right? Well, with Andrea's help, you can join me. It'll be fun! And honestly, I think you'll look pretty cute in a dress.",Aerith,"To see the Honeybee Inn's Andrea Rhodea, and convince him to give you his stamp of approval. You said you didn't want me going alone, right? Well, with Andrea's help, you can join me. It'll be fun! And honestly, I think you'll look pretty cute in a dress.",48
Cloud: What!?,Cloud,What!?,1
"Aerith: It's pretty rare for Andrea to take a personal interest in someone. At least, that's what Madam M said. Trust me, this is gonna work out great.",Aerith,"It's pretty rare for Andrea to take a personal interest in someone. At least, that's what Madam M said. Trust me, this is gonna work out great.",27
Cloud: Uhh...,Cloud,Uhh...,1
Aerith: C'mon. Don't you wanna save Tifa?,Aerith,C'mon. Don't you wanna save Tifa?,6
Cloud: Wait,Cloud,Wait—,1
"Aerith: No can do, Cloud. This is our plan, and you'll learn to love it. So! Here's how I think we should approach him. Madam M said Andrea was a man who'd give anyone a fair chance to win him over. So I say we march right up to him, explain the situation, and see where that gets us. Sound good?",Aerith,"No can do, Cloud. This is our plan, and you'll learn to love it. So! Here's how I think we should approach him. Madam M said Andrea was a man who'd give anyone a fair chance to win him over. So I say we march right up to him, explain the situation, and see where that gets us. Sound good?",60
Aerith: C'mon. Don't you wanna save Tifa?,Aerith,C'mon. Don't you wanna save Tifa?,6
Receptionist: Good evening. Welcome to the entertainment extravaganza that is the Honeybee Inn.,Receptionist,Good evening. Welcome to the entertainment extravaganza that is the Honeybee Inn.,12
Cloud: We're here to see Andrea Rhodea.,Cloud,We're here to see Andrea Rhodea.,6
Receptionist: You must be Mr. Cloud. He's waiting for you.,Receptionist,You must be Mr. Cloud. He's waiting for you.,9
"Cloud: ""Mr. Cloud""?",Cloud,"""Mr. Cloud""?",2
"Receptionist: I've been instructed to send you through without delay, sir. Please make your way to the stage in the back.",Receptionist,"I've been instructed to send you through without delay, sir. Please make your way to the stage in the back.",20
Cloud: What stage?,Cloud,What stage?,2
"Receptionist: The one in the back, sir. Straight through those doors and down the hall.",Receptionist,"The one in the back, sir. Straight through those doors and down the hall.",14
"Honeygirl: Watch the stinger, sweetie. What shape am I making?",Honeygirl,"Watch the stinger, sweetie. What shape am I making?",9
Johnny's Father: Hmm... It's a circle.,Johnny's Father,Hmm... It's a circle.,4
"Johnny's Father: Huh? Who's there? Eh, whatever... I'm havin' trouble seein' straight. What's the answer?",Johnny's Father,"Huh? Who's there? Eh, whatever... I'm havin' trouble seein' straight. What's the answer?",13
On-screen: The shape is a...,On-screen,The shape is a...,4
"Honeygirl: Ding ding ding ding ding! That's a right answer, baby!",Honeygirl,"Ding ding ding ding ding! That's a right answer, baby!",10
"Johnny's Father: Ya did it, boyo! I'm so damn proyd of ya.",Johnny's Father,"Ya did it, boyo! I'm so damn proyd of ya.",10
"Honeygirl: Aww, that's a wrong answer, sweetie!",Honeygirl,"Aww, that's a wrong answer, sweetie!",6
Johnny's Father: Man... You know what? You're useless...,Johnny's Father,Man... You know what? You're useless...,6
"Johnny's Father: Oh, I getcha. Ya wanna go for round two!",Johnny's Father,"Oh, I getcha. Ya wanna go for round two!",9
On-screen: Try again?,On-screen,Try again?,2
Johnny's Father: Huh? You're still here? But...why...?,Johnny's Father,Huh? You're still here? But...why...?,5
Palmer: I'm gonna getcha!,Palmer,I'm gonna getcha!,3
"Customer: Oh yeah, right there. That's the stuff!",Customer,"Oh yeah, right there. That's the stuff!",7
"Honeygirl: Hey there, dollface! We've been waiting for ya! Come on in, have a seat!",Honeygirl,"Hey there, dollface! We've been waiting for ya! Come on in, have a seat!",14
"Cloud: No, I'm not here for",Cloud,"No, I'm not here for—",5
"Honeygirl: Huh? ...Oh, wait a minute. I think you might've wandered into the wrong room by mistake.",Honeygirl,"Huh? ...Oh, wait a minute. I think you might've wandered into the wrong room by mistake.",16
Honeygirl (1): And here's the man of the hour!,Honeygirl ,And here's the man of the hour!,7
Honeygirl (2): Chosen by Andrea himself.,Honeygirl ,Chosen by Andrea himself.,4
Honeygirl (3): Our honored guest!,Honeygirl ,Our honored guest!,3
On-screen: Head to the stage?,On-screen,Head to the stage?,4
"Honeygirl (1): This is your first time, right? It's okay. Do you want to practice your dance moves first?",Honeygirl ,"This is your first time, right? It's okay. Do you want to practice your dance moves first?",17
Cloud: Why would I want do that?,Cloud,Why would I want do that?,6
Honeygirl (2): Andrea thought it might be a good idea.,Honeygirl ,Andrea thought it might be a good idea.,8
"Honeygirl (3): Over here, c'mon now!",Honeygirl ,"Over here, c'mon now!",4
Cloud: Hey! Hold on!,Cloud,Hey! Hold on!,3
"Honeygirl: You've got real rhythm, mister. Move over girls, a new dancer's come to town!",Honeygirl,"You've got real rhythm, mister. Move over girls, a new dancer's come to town!",14
"Honeygirl: Well, you weren't...awful, I guess",Honeygirl,"Well, you weren't...awful, I guess",5
On-screen: Practice again?,On-screen,Practice again?,2
"Honeygirl: C'mon, c'monthe show's about to start!",Honeygirl,"C'mon, c'mon—the show's about to start!",6
"Madam M: My, my! Is that Cloud? Darling! I had no idea.",Madam M,"My, my! Is that Cloud? Darling! I had no idea.",10
Honeygirl: Now you just sit tight until Andrea takes the stage!,Honeygirl,Now you just sit tight until Andrea takes the stage!,10
"Andrea: Welcome to the Honeybee Inn...Cloud. You seek my approval, do you? I understand. But those who crave my favor must first prove that they know how to move.",Andrea,"Welcome to the Honeybee Inn...Cloud. You seek my approval, do you? I understand. But those who crave my favor must first prove that they know how to move.",28
Aerith: Woohoo!,Aerith,Woohoo!,1
Andrea: Think you can follow my lead?,Andrea,Think you can follow my lead?,6
Aerith: Woohoo! You're a start!,Aerith,Woohoo! You're a start!,4
"Aerith: (laughs) Keep it up, Cloud! Work it!",Aerith,"(laughs) Keep it up, Cloud! Work it!",7
Aerith: C'mon Cloud! Get into it!,Aerith,C'mon Cloud! Get into it!,5
"Aerith: Uh, umm...",Aerith,"Uh, umm...",2
Aerith: Nice moves! (laughs) I love it!,Aerith,Nice moves! (laughs) I love it!,6
"Aerith: Well, you tried...?",Aerith,"Well, you tried...?",3
"Andrea: Honey...I'm in love. Yes. Yes, I will transform you into a vision of beauty. Now, without further ado, let us begin!",Andrea,"Honey...I'm in love. Yes. Yes, I will transform you into a vision of beauty. Now, without further ado, let us begin!",21
Honeyboy: You werebornfor this.,Honeyboy,You were born for this.,3
Andrea: Come.,Andrea,Come.,1
"Andrea: Perfection! True beauty is an expression of the heart. A thing without shame, to which notions of gender don't apply. Don't ever be afraid, Cloud.",Andrea,"Perfection! True beauty is an expression of the heart. A thing without shame, to which notions of gender don't apply. Don't ever be afraid, Cloud.",25
Cloud: Please don't.,Cloud,Please don't.,2
Cloud: Not a word.,Cloud,Not a word.,3
Aerith: Not even one?,Aerith,Not even one?,3
Cloud: No!,Cloud,No!,1
Aerith: But you're so pretty!,Aerith,But you're so pretty!,4
Aerith: Hey! Watch the way you walk.,Aerith,Hey! Watch the way you walk.,6
Aerith: No time to dillydally-let's go!,Aerith,No time to dillydally-let's go!,5
Honeygirl (1): Promise to come back soon?,Honeygirl ,Promise to come back soon?,5
Honeygirl (2): Don't be a stranger!,Honeygirl ,Don't be a stranger!,4
"Honeygirl (3): After all, we honeybees need fresh flowers topollinate!",Honeygirl ,"After all, we honeybees need fresh flowers to pollinate!",8
"Critical Woman: Hey, you. We're looking for new hires. Wanna come work with us?",Critical Woman,"Hey, you. We're looking for new hires. Wanna come work with us?",12
"Sharp-Tongued Woman: With your looks, you could be the best in Wall Market. No, the best in Midgar if you wanted to!",Sharp-Tongued Woman,"With your looks, you could be the best in Wall Market. No, the best in Midgar if you wanted to!",20
Critical Woman: We hope you decide to join us!,Critical Woman,We hope you decide to join us!,7
Sharp-Tongued Woman: You could conquer the world with those cheekbones of yours!,Sharp-Tongued Woman,You could conquer the world with those cheekbones of yours!,10
"Chadley: Ohhh... Ahem. Forgive me, miss, but the way you're staring at me is rather... O-oh goodness... I'm experiencing an emotional response...",Chadley,"Ohhh... Ahem. Forgive me, miss, but the way you're staring at me is rather... O-oh goodness... I'm experiencing an emotional response...",21
Chadley: What is this emotional response...?,Chadley,What is this emotional response...?,5
Man in Love: Whoa! She is the most beautiful girl in the world.,Man in Love,Whoa! She is the most beautiful girl in the world.,10
Woman in Love: Wait a minute! I thought you said that I was the most beautiful girl.,Woman in Love,Wait a minute! I thought you said that I was the most beautiful girl.,14
"Man in Love: All right, thenyou'rethe most beautiful girl in the world. Butshe'sthe most beautiful girl in the entire universe!",Man in Love,"All right, then you're the most beautiful girl in the world. But she's the most beautiful girl in the entire universe!",17
Woman in Love: You are such anasshole!,Woman in Love,You are such an asshole!,4
Man in Love: I'd like to take this moment to officially declare to you my undying love!,Man in Love,I'd like to take this moment to officially declare to you my undying love!,14
Woman in Love: What the hell did I ever see in you!?,Woman in Love,What the hell did I ever see in you!?,9
"Madam M: Don't we look absolutely stunning in our dress? Not that I ever had any doubt you would, darling. I was a little pressed for time since Andrea didn't give me much notice, but I did my humble best. How could I not go the extra mile for the merc who's done so very much for me and mine. What's one more dress between friends?",Madam M,"Don't we look absolutely stunning in our dress? Not that I ever had any doubt you would, darling. I was a little pressed for time since Andrea didn't give me much notice, but I did my humble best. How could I not go the extra mile for the merc who's done so very much for me and mine. What's one more dress between friends?",64
Sam: Can't say I ever understood the appeal of going to so much trouble to gussy yourself up.,Sam,Can't say I ever understood the appeal of going to so much trouble to gussy yourself up.,17
"Madam M: No, you certainly do not, and I doubt that you ever will.",Madam M,"No, you certainly do not, and I doubt that you ever will.",12
Sam: Wh...what's with the attitude?,Sam,Wh...what's with the attitude?,4
"Barker: Hey there, ladies! Would you be interested in making alottamoney? You get to eat, drink, and have loads of fun! How does that sound to you!",Barker,"Hey there, ladies! Would you be interested in making a lotta money? You get to eat, drink, and have loads of fun! How does that sound to you!",26
"Mireille: I owe you for your help. Here. I'm no fashionista, but I'm sure this'll go great with that dress of yours.",Mireille,"I owe you for your help. Here. I'm no fashionista, but I'm sure this'll go great with that dress of yours.",21
"Mireille: Oh, too good for my gifts, huh? Come on, just take it already, would you? Got these things comin' out of my ears as it is. Now get goin'. Teach that greasy slime ball a lesson he won't soon forget.",Mireille,"Oh, too good for my gifts, huh? Come on, just take it already, would you? Got these things comin' out of my ears as it is. Now get goin'. Teach that greasy slime ball a lesson he won't soon forget.",40
"Clothing Store Owner's Son: Hmm... You just might be the perfect ""inspiration"" my dad's been missing...",Clothing Store Owner's Son,"Hmm... You just might be the perfect ""inspiration"" my dad's been missing...",12
"Jules: Came running when I heard you were putting on a show. I didn't know you were such an amazing dancer! I wouldn't recommend lifting in that outfit, but if you need to work up a sweat later, feel free to pop into the gym!",Jules,"Came running when I heard you were putting on a show. I didn't know you were such an amazing dancer! I wouldn't recommend lifting in that outfit, but if you need to work up a sweat later, feel free to pop into the gym!",44
Sweet Old Man: Am I dead? Did these beauitful angels come for me?,Sweet Old Man,Am I dead? Did these beauitful angels come for me?,10
Kind Old Man: Are you one of them models? The ones who wear those pretty clothes?,Kind Old Man,Are you one of them models? The ones who wear those pretty clothes?,13
Sweet Old Man: I feel blessed just seeing them.,Sweet Old Man,I feel blessed just seeing them.,6
Kind Old Man: I've got butterflies in my stomach! It's been a while since I felt like this.,Kind Old Man,I've got butterflies in my stomach! It's been a while since I felt like this.,15
Weapons Vendor: Your beauty is deadlier than anything I have here in my store!,Weapons Vendor,Your beauty is deadlier than anything I have here in my store!,12
"Johnny: Bro, look at you. So...how's the dress workin' out for ya? I wanted to help out. Do my part, you know? After Andrea told me the plan, I ran all over looking for...something. But, like, I don't got a lotta money...",Johnny,"Bro, look at you. So...how's the dress workin' out for ya? I wanted to help out. Do my part, you know? After Andrea told me the plan, I ran all over looking for...something. But, like, I don't got a lotta money...",41
Johnny: Don't worry bro. You got this!,Johnny,Don't worry bro. You got this!,6
Leslie: No way.,Leslie,No way.,2
"Aerith: Here you areletters from Andrea Rhodea and Madam M. That ought to do the trick, right?",Aerith,"Here you are—letters from Andrea Rhodea and Madam M. That ought to do the trick, right?",16
Leslie: You serious?,Leslie,You serious?,2
Aerith: Is there a problem?,Aerith,Is there a problem?,4
Leslie: I hope you know what you're in for.,Leslie,I hope you know what you're in for.,8
"Aerith: Oh, we'll be fine.",Aerith,"Oh, we'll be fine.",4
Leslie: If you say so. Come on.,Leslie,If you say so. Come on.,6
"Corneo Lackey: The two of you here for the audition? Second floor, at the very end of the walk. And don't go pokin' your nose in where it doesn't belong!",Corneo Lackey,"The two of you here for the audition? Second floor, at the very end of the walk. And don't go pokin' your nose in where it doesn't belong!",28
Corneo Lackey: Welcome to the mansion of the esteemed Don Corneo.,Corneo Lackey,Welcome to the mansion of the esteemed Don Corneo.,9
"Corneo Lackey: Room's on the second floor, at the very end of the walk.",Corneo Lackey,"Room's on the second floor, at the very end of the walk.",12
"Corneo Lackey: That one's Madam M's girl, ain't it? Man, she's hot.",Corneo Lackey,"That one's Madam M's girl, ain't it? Man, she's hot.",10
Corneo Lackey: We've been waitin' for ya to show.,Corneo Lackey,We've been waitin' for ya to show.,7
Corneo Lackey: That Andrea's girl? I'd let her do things to me.,Corneo Lackey,That Andrea's girl? I'd let her do things to me.,10
Corneo Lackey: Go to your room and wait. Quietly.,Corneo Lackey,Go to your room and wait. Quietly.,7
Corneo Lackey: Room's at the end. Keep walking!,Corneo Lackey,Room's at the end. Keep walking!,6
"Aerith: What's that weird, sweet smell? And why do I feel so dizzy?",Aerith,"What's that weird, sweet smell? And why do I feel so dizzy?",12
Cloud: Gas. Come on.,Cloud,Gas. Come on.,3
Cloud: Dammit.,Cloud,Dammit.,1
Aerith: Cloud...,Aerith,Cloud...,1
"Corneo Lackey (1): Wassup? How you pretty ladies doin'? Feeling a little light-headed? Well, we can't have that. What say we escort you to the parlor, so you can make yourselves more comfortable?",Corneo Lackey ,"Wassup? How you pretty ladies doin'? Feeling a little light-headed? Well, we can't have that. What say we escort you to the parlor, so you can make yourselves more comfortable?",30
Corneo Lackey (2): Let's get this show on the road.,Corneo Lackey ,Let's get this show on the road.,7
Aerith: Where...are you...taking us?,Aerith,Where...are you...taking us?,3
Corneo Lackey (1): C'mon now. Upsy-daisy...,Corneo Lackey ,C'mon now. Upsy-daisy...,3
"Corneo Lackey (2): Hey! Handle with care, asshole!",Corneo Lackey ,"Hey! Handle with care, asshole!",5
Corneo Lackey (1): The hell!? You wanna throw down!?,Corneo Lackey ,The hell!? You wanna throw down!?,6
"Corneo Lackey (2): They're Corneo's girls...so if ya leave a mark on 'em, you ain't gettin' off with a warning.",Corneo Lackey ,"They're Corneo's girls...so if ya leave a mark on 'em, you ain't gettin' off with a warning.",17
"Corneo Lackey (1): Yeah, I know.",Corneo Lackey ,"Yeah, I know.",3
"Corneo Lackey (2): Managed to wrangle some real lookers this time though, know what I'm sayin'?",Corneo Lackey ,"Managed to wrangle some real lookers this time though, know what I'm sayin'?",13
"Tifa: Hey, can you hear me?",Tifa,"Hey, can you hear me?",5
Cloud: Tifa!?,Cloud,Tifa!?,1
Tifa: Yes...?,Tifa,Yes...?,1
Cloud: You okay?,Cloud,You okay?,2
Tifa: ...Mm-hmm.,Tifa,...Mm-hmm.,1
Cloud: Good.,Cloud,Good.,1
"Tifa: Wait a minute. (gasps) Cloud!? Is that you!? Oh my god, that makeup! And that dress!",Tifa,"Wait a minute. (gasps) Cloud!? Is that you!? Oh my god, that makeup! And that dress!",16
"Cloud: Nailed it, I know. Thank you. Moving on.",Cloud,"Nailed it, I know. Thank you. Moving on.",8
Cloud: You good?,Cloud,You good?,2
"Aerith: Yeah. Bit woozy, but I'll manage.",Aerith,"Yeah. Bit woozy, but I'll manage.",6
"Aerith: Hey, Tifa. How you doing?",Aerith,"Hey, Tifa. How you doing?",5
Tifa: Okay...,Tifa,Okay...,1
Aerith: Oh rightI'm Aerith. A friend of Cloud's. We were worried and thought we'd come help you out?,Aerith,Oh right—I'm Aerith. A friend of Cloud's. We were worried and thought we'd come help you out?,17
Tifa: Thanks...?,Tifa,Thanks...?,1
Cloud: Cut the chatter. We gotta leave.,Cloud,Cut the chatter. We gotta leave.,6
Tifa: Huh?,Tifa,Huh?,1
Cloud: Right now.,Cloud,Right now.,2
Tifa: No! Not until I've got what I came for.,Tifa,No! Not until I've got what I came for.,9
Cloud: What?,Cloud,What?,1
"Tifa: So... After we made it back to the slums, some guys came around asking all kinds of questions. So I did some digging...",Tifa,"So... After we made it back to the slums, some guys came around asking all kinds of questions. So I did some digging...",23
Cloud: And found out they were Corneo's men.,Cloud,And found out they were Corneo's men.,7
Tifa: Right. They were interested in Avalanche... But...I couldn't figure out why. So I thought I'd come and ask the man himself.,Tifa,Right. They were interested in Avalanche... But...I couldn't figure out why. So I thought I'd come and ask the man himself.,21
Cloud: Seriously?,Cloud,Seriously?,1
"Tifa: Thought if I could find a way in, and get some one-on-one time... But then I realized I'd only be one of three candidates. And that if he didn't pick me...it would all be for nothing.",Tifa,"Thought if I could find a way in, and get some one-on-one time... But then I realized I'd only be one of three candidates. And that if he didn't pick me...it would all be for nothing.",36
"Aerith: Then your worries are over, aren't they? Because the other two candidates are right here. Right?",Aerith,"Then your worries are over, aren't they? Because the other two candidates are right here. Right?",16
Cloud: Right...,Cloud,Right...,1
"Aerith: So yeah! If we're all in on it, then nothing can go wrong!",Aerith,"So yeah! If we're all in on it, then nothing can go wrong!",13
"Tifa: Uh, I guess not...",Tifa,"Uh, I guess not...",4
"Aerith: YoumeCloud. Makes no difference who gets chosen, does it?",Aerith,"You—me—Cloud. Makes no difference who gets chosen, does it?",9
"Tifa: I dunno, Aerith. It feels wrong getting you involved in all this.",Tifa,"I dunno, Aerith. It feels wrong getting you involved in all this.",12
Cloud: Don't even bother trying to talk her out of it.,Cloud,Don't even bother trying to talk her out of it.,10
Aerith: Aww! Cloud gets me! Took you long enough.,Aerith,Aww! Cloud gets me! Took you long enough.,8
Cloud: So what happens now?,Cloud,So what happens now?,4
Tifa: I think they'll call for us when it's time.,Tifa,I think they'll call for us when it's time.,9
Aerith: This room gives me the creeps.,Aerith,This room gives me the creeps.,6
"Corneo Lackey: Now ladies, listen up. I'm sure you're still feeling a bit woozy, but tonight's audition's about to begin. Head out the door to the left and up the stairs. Come on ladies, let's hustle.",Corneo Lackey,"Now ladies, listen up. I'm sure you're still feeling a bit woozy, but tonight's audition's about to begin. Head out the door to the left and up the stairs. Come on ladies, let's hustle.",34
Cloud: All right guys. Let's do this.,Cloud,All right guys. Let's do this.,6
Tifa: (chuckles) Do you want to do this?,Tifa,(chuckles) Do you want to do this?,7
"Kotch: Okay, my beautiful ladies! Time to line up for the don!",Kotch,"Okay, my beautiful ladies! Time to line up for the don!",11
"Kotch: Wait. You look kinda familiar. We haven't met before, have we?",Kotch,"Wait. You look kinda familiar. We haven't met before, have we?",11
"Kotch: Eh, whatever. Alright! Y'all good to go? Then let's do this thing! Introducing Wall Market's most elegible bachelor... The one and only Don Corneo!",Kotch,"Eh, whatever. Alright! Y'all good to go? Then let's do this thing! Introducing Wall Market's most elegible bachelor... The one and only Don Corneo!",24
Don Corneo: Ladies!,Don Corneo,Ladies!,1
Don Corneo: Nice. Very nice! Whichever one shall I pick?,Don Corneo,Nice. Very nice! Whichever one shall I pick?,8
Don Corneo: Shall I pick you? Or maybe...you?,Don Corneo,Shall I pick you? Or maybe...you?,6
Don Corneo: Oh yeah! I've got it! I've got it! Today's bride-to-be is...,Don Corneo,Oh yeah! I've got it! I've got it! Today's bride-to-be is...,11
"Aerith: ""Today's""?",Aerith,"""Today's""?",1
Kotch: And tomorrow's or the day after'sif the don takes a shine to you.,Kotch,And tomorrow's or the day after's—if the don takes a shine to you.,13
Cloud: Pathetic.,Cloud,Pathetic.,1
"Don Corneo: Huh? Hey, which one of you said that? Was it you?",Don Corneo,"Huh? Hey, which one of you said that? Was it you?",11
"Don Corneo: Ohhh, you got a mouth on you! I'm gonna enjoy breaking it in! Today's lucky lady is the big-boned girl! (laughs) Still playing hard to get? I can dig it. Oh yeah.",Don Corneo,"Ohhh, you got a mouth on you! I'm gonna enjoy breaking it in! Today's lucky lady is the big-boned girl! (laughs) Still playing hard to get? I can dig it. Oh yeah.",32
Don Corneo: The leftovers are all yours.,Don Corneo,The leftovers are all yours.,5
"Kotch: Hell yeah! Okay ladies, y'all coming with me.",Kotch,"Hell yeah! Okay ladies, y'all coming with me.",8
"Don Corneo: Don't be shy, little kitten. Shimmy on over and give daddy some sugar! No need to play coy. Nobody here but you and me...",Don Corneo,"Don't be shy, little kitten. Shimmy on over and give daddy some sugar! No need to play coy. Nobody here but you and me...",24
Don Corneo: You're even cuter than I thought!,Don Corneo,You're even cuter than I thought!,6
Cloud: Back off.,Cloud,Back off.,2
Don Corneo: Ooh! (laughs) This kitten's got claws! Iloveit! (laughs),Don Corneo,Ooh! (laughs) This kitten's got claws! I love it! (laughs),8
Cloud: What was that?,Cloud,What was that?,3
"Don Corneo: Don't you worry your pretty little head. Just a picture to preserve the moment! And to ensure you don't do anythinginappropriatelike say ""No""...",Don Corneo,"Don't you worry your pretty little head. Just a picture to preserve the moment! And to ensure you don't do anything inappropriate like say ""No""...",23
Cloud: Asshole...,Cloud,Asshole...,1
Don Corneo: Oh! Praise me more!,Don Corneo,Oh! Praise me more!,4
