Original,Character,Dialogue,Wordcount
"Serah:Hope has always been strong, even when he was a kid.",Serah,"Hope has always been strong, even when he was a kid.",11
"Hope:I chose this because this is what I looked like when I was with you, Light.",Hope,"I chose this because this is what I looked like when I was with you, Light.",16
"Hope:When I grew up, you were far away. So far, there was no chance of ever seeing you again.",Hope,"When I grew up, you were far away. So far, there was no chance of ever seeing you again.",19
Lightning:...My battle with Caius?,Lightning,...My battle with Caius?,4
"Serah:Well, I guess there's no hiding it anymore.",Serah,"Well, I guess there's no hiding it anymore.",8
"Hope:Are you sure, Serah?",Hope,"Are you sure, Serah?",4
"Serah:You became the Knight of Etro, and you were caught in an eternal battle with Caius.",Serah,"You became the Knight of Etro, and you were caught in an eternal battle with Caius.",16
"Hope:Serah, I, and all the others, we tried to protect history from Caius because that was what you wanted.",Hope,"Serah, I, and all the others, we tried to protect history from Caius because that was what you wanted.",19
"Serah:When you remember everything, you'll also remember how much pain it caused you.",Serah,"When you remember everything, you'll also remember how much pain it caused you.",13
Lightning:I'd rather know. And I'll face whatever future awaits.,Lightning,I'd rather know. And I'll face whatever future awaits.,9
Hope:I knew you'd say that.,Hope,I knew you'd say that.,5
"Dark Manikin (Snow):Even in a different world, you're still the same ol' Light.",Dark Manikin ,"Even in a different world, you're still the same ol' Light.",11
Serah:There's more of them!?,Serah,There's more of them!?,4
"Dark Manikin (Sazh):Aww, you really think so little of me!? I don't trust that Caius one bit.",Dark Manikin ,"Aww, you really think so little of me!? I don't trust that Caius one bit.",15
"Dark Manikin (Vanille):But we're just reflections, so it's hard to tell what's right from wrong.",Dark Manikin ,"But we're just reflections, so it's hard to tell what's right from wrong.",13
"Dark Manikin (Sazh):That's right. We have good memories and bad ones, but we don't have the hearts to feel anything.",Dark Manikin ,"That's right. We have good memories and bad ones, but we don't have the hearts to feel anything.",18
Dark Manikin (Snow):That's why you need to fight us and find out for us!,Dark Manikin ,That's why you need to fight us and find out for us!,12
Lightning:You don't have to ask twice.,Lightning,You don't have to ask twice.,6
"Sazh:I don't know how I feel about fighting a non-manikin me... Even if you say you're empty inside, you're still alive, yeah?",Sazh,"I don't know how I feel about fighting a non-manikin me... Even if you say you're empty inside, you're still alive, yeah?",22
Dark Manikin (Sazh):Yeah... We're alive. But listen...we got nothing in us...and that makes us real impressionable to all sorts of different ways of thinking.,Dark Manikin ,Yeah... We're alive. But listen...we got nothing in us...and that makes us real impressionable to all sorts of different ways of thinking.,22
Dark Manikin (Sazh):That's why we're gonna trust us from the World of Light.,Dark Manikin ,That's why we're gonna trust us from the World of Light.,11
"Vanille:Sounds that Sazh also has a pretty good head on his shoulders. This'll work out. Let's trust us, too.",Vanille,"Sounds that Sazh also has a pretty good head on his shoulders. This'll work out. Let's trust us, too.",19
"Dark Manikin (Snow):Nice... Alright, then! Here's to hoping this little light of mine is gonna help you guys out some...",Dark Manikin ,"Nice... Alright, then! Here's to hoping this little light of mine is gonna help you guys out some...",18
Snow:Yeah! Let's do this!,Snow,Yeah! Let's do this!,4
"Sazh:Whoa! The memories really just come flooding back, don't they?",Sazh,"Whoa! The memories really just come flooding back, don't they?",10
Vanille:What a strange feeling. It's like...I'm not me anymore.,Vanille,What a strange feeling. It's like...I'm not me anymore.,9
"Cloud:You forgot that you forgot, didn't you?",Cloud,"You forgot that you forgot, didn't you?",7
Warrior of Light:I know how strange it must feel.,Warrior of Light,I know how strange it must feel.,7
Snow:But now I know. I can never take his side.,Snow,But now I know. I can never take his side.,10
Snow:I never wanted to forget. I'm glad I remembered.,Snow,I never wanted to forget. I'm glad I remembered.,9
"Vanille:It hurts, and there are a lot of sad memories, but I don't want to erase any of it.",Vanille,"It hurts, and there are a lot of sad memories, but I don't want to erase any of it.",19
"Sazh:Man, now I remember what that Caius did!",Sazh,"Man, now I remember what that Caius did!",8
"Sazh:I don't know how he thinks he's going to pull this off, the whole changing the past thing.",Sazh,"I don't know how he thinks he's going to pull this off, the whole changing the past thing.",18
Vaan:He said he wanted to make things right with Lightning.,Vaan,He said he wanted to make things right with Lightning.,10
Vanille:I don't believe that at all. He's just doing what he wants to do.,Vanille,I don't believe that at all. He's just doing what he wants to do.,14
Snow:He's put us through enough as it is. I'm never taking his side.,Snow,He's put us through enough as it is. I'm never taking his side.,13
Warrior of Light:We need to find him before it's too late. He's headed for the planesgorgers.,Warrior of Light,We need to find him before it's too late. He's headed for the planesgorgers.,14
Vaan:Look at that!,Vaan,Look at that!,3
Cloud:Did the dark manikins leave behind a sign to show us the way?,Cloud,Did the dark manikins leave behind a sign to show us the way?,13
Warrior of Light:They must have not been touched by darkness.,Warrior of Light,They must have not been touched by darkness.,8
Snow:Then let's get this show on the road!,Snow,Then let's get this show on the road!,8
Cyan:Thou art more advanced in years than it would appear.,Cyan,Thou art more advanced in years than it would appear.,10
Hope:Yes. I don't believe I'm quite your age...but maybe around Edgar's.,Hope,Yes. I don't believe I'm quite your age...but maybe around Edgar's.,11
Edgar:Perhaps that's why you seem so mature.,Edgar,Perhaps that's why you seem so mature.,7
"Tidus:Uh-oh, I should be more polite when I talk to you now, huh?",Tidus,"Uh-oh, I should be more polite when I talk to you now, huh?",13
"Hope:No, please, don't do that.",Hope,"No, please, don't do that.",5
"Vivi:Hmm, so that means...",Vivi,"Hmm, so that means...",4
Vivi:...You're really old.,Vivi,...You're really old.,3
Hope:I...I don't think I'm THAT old.,Hope,I...I don't think I'm THAT old.,6
Edgar:Grownups are all ancient in a child's eyes.,Edgar,Grownups are all ancient in a child's eyes.,8
"Hope:Oof...that one hurt, though...",Hope,"Oof...that one hurt, though...",4
"Tidus:Buck up! Hey, you're still a kid on the outside!",Tidus,"Buck up! Hey, you're still a kid on the outside!",10
Cyan:And it's also good to be young at heart.,Cyan,And it's also good to be young at heart.,9
Hope:I guess...,Hope,I guess...,2
Hope:This feels strange.,Hope,This feels strange.,3
Vincent:You'll get used to it.,Vincent,You'll get used to it.,5
Hope:You too?,Hope,You too?,2
Vincent:I did back in my world. I've lived a lot longer than you'd think.,Vincent,I did back in my world. I've lived a lot longer than you'd think.,14
Hope:I had no idea.,Hope,I had no idea.,4
Vincent:It's not a story worth sharing.,Vincent,It's not a story worth sharing.,6
Vincent:You said you cherished the time you spent with Lightning.,Vincent,You said you cherished the time you spent with Lightning.,10
Hope:I do. I couldn't as an adult.,Hope,I do. I couldn't as an adult.,7
"Vincent:You want to protect that memory, don't you?",Vincent,"You want to protect that memory, don't you?",8
Hope:Of course.,Hope,Of course.,2
Vincent:Then do just that.,Vincent,Then do just that.,4
Vincent:Holding onto regrets is nothing but a waste of time.,Vincent,Holding onto regrets is nothing but a waste of time.,10
Lightning:Caius!,Lightning,Caius!,2
Caius:Have you come to join me? Have you learned the truth and wish to change the past?,Caius,Have you come to join me? Have you learned the truth and wish to change the past?,17
Lightning:I fought because I chose to. I don't want your pity.,Lightning,I fought because I chose to. I don't want your pity.,11
Caius:This wyrm will feed and become an adult. Then I will be able to change the ways of our world.,Caius,This wyrm will feed and become an adult. Then I will be able to change the ways of our world.,20
"Caius:Rem, was it? You shoulder a terrible burden, bound to the order of your world.",Caius,"Rem, was it? You shoulder a terrible burden, bound to the order of your world.",15
"Caius:If the orders of our worlds are altered, won't you be freed from your fate?",Caius,"If the orders of our worlds are altered, won't you be freed from your fate?",15
Caius:Your fate of being forgotten as your body slowly,Caius,Your fate of being forgotten as your body slowly—,9
Rem:Stop it!,Rem,Stop it!,2
"Caius:If you join me, you and your world can change.",Caius,"If you join me, you and your world can change.",10
Rem:......There is a part of me that would like to go with you.,Rem,......There is a part of me that would like to go with you.,13
Rem:But I need to accept my fate.,Rem,But I need to accept my fate.,7
Rem:I need to face it and fight.,Rem,I need to face it and fight.,7
Rem:Everyone I've met here has had to do the same.,Rem,Everyone I've met here has had to do the same.,10
Rem:So I will too!,Rem,So I will too!,4
Ace:The ways of our world are our problem.,Ace,The ways of our world are our problem.,8
Seven:And other worlds can't be changed with our ways.,Seven,And other worlds can't be changed with our ways.,9
"Serah:You say you want to make things right, but you're just hurting my sister even more!",Serah,"You say you want to make things right, but you're just hurting my sister even more!",16
Serah:Using the fact that she's lost her memories to throw her off...,Serah,Using the fact that she's lost her memories to throw her off...,12
Serah:That's going to end now! I won't let you hurt her anymore!,Serah,That's going to end now! I won't let you hurt her anymore!,12
Caius:So that is the future you choose?,Caius,So that is the future you choose?,7
Rem:That's right. We choose how to live our lives. We choose our own path.,Rem,That's right. We choose how to live our lives. We choose our own path.,14
"Ace:I won't let anyone get in the way of that, and I'm not going to change my beliefs because of yours!",Ace,"I won't let anyone get in the way of that, and I'm not going to change my beliefs because of yours!",21
"Seven:You wanted an answer, you got one.",Seven,"You wanted an answer, you got one.",7
"Lightning:You heard them, Caius.",Lightning,"You heard them, Caius.",4
Lightning:Our eternal battle ends here!,Lightning,Our eternal battle ends here!,5
"Caius:Very well, Knight of the Goddess.",Caius,"Very well, Knight of the Goddess.",6
"Caius:Accept it, Knight of the Goddess. Shinryu is the key to breaking the gods' curse.",Caius,"Accept it, Knight of the Goddess. Shinryu is the key to breaking the gods' curse.",15
"Caius:That world itself will be atonement. The gods will be unable to touch that world, and you, too, will truly be free.",Caius,"That world itself will be atonement. The gods will be unable to touch that world, and you, too, will truly be free.",22
"Lightning:What are you babbling about? I've got things I want to protect, and I don't have time for your unilateral view on the matter.",Lightning,"What are you babbling about? I've got things I want to protect, and I don't have time for your unilateral view on the matter.",24
"Caius:Heh... Warrior Goddess, let us now this once celebrate!",Caius,"Heh... Warrior Goddess, let us now this once celebrate!",9
Caius:It's gone. I have no reason to stay in this world.,Caius,It's gone. I have no reason to stay in this world.,11
Lightning:Stop it!,Lightning,Stop it!,2
"Caius:Distorting order, putting lives to rest.",Caius,"Distorting order, putting lives to rest.",6
Caius:Isolating the world of the living into nothing.,Caius,Isolating the world of the living into nothing.,8
Caius:You don't remember what chaos brought to our world.,Caius,You don't remember what chaos brought to our world.,9
Caius:Could these Torsions be used to rewrite this world's order?,Caius,Could these Torsions be used to rewrite this world's order?,10
Caius:Then I may truly be able to atone for my sins.,Caius,Then I may truly be able to atone for my sins.,11
"Seven:Don't listen to him, Lightning.",Seven,"Don't listen to him, Lightning.",5
Lightning:I won't let you do that!,Lightning,I won't let you do that!,6
Caius:Very well. Then let this monster drag you into the chaos.,Caius,Very well. Then let this monster drag you into the chaos.,11
"Caius:You will drown, and our eternal battle will finally come to an end!",Caius,"You will drown, and our eternal battle will finally come to an end!",13
Hope:She's not alone! I'm here too!,Hope,She's not alone! I'm here too!,6
Hope:I don't want our world's future or past to be erased!,Hope,I don't want our world's future or past to be erased!,11
Hope:The person I am now...I know I can protect you and the future!,Hope,The person I am now...I know I can protect you and the future!,13
Lightning:Then let's fight.,Lightning,Then let's fight.,3
Caius:Being unable to let go of the past means you don't understand what the future holds.,Caius,Being unable to let go of the past means you don't understand what the future holds.,16
Caius:You poor souls. You continue to fight as puppets of the gods.,Caius,You poor souls. You continue to fight as puppets of the gods.,12
Caius:Be prepared to face devastation!,Caius,Be prepared to face devastation!,5
Tidus:Ugh! I am so sick of people going on about the dead this and the dead that! Give it a rest already!,Tidus,Ugh! I am so sick of people going on about the dead this and the dead that! Give it a rest already!,22
Caius:Enough... Playtime is over!,Caius,Enough... Playtime is over!,4
Seven:Don't let your guard down!,Seven,Don't let your guard down!,5
Rem:Do you know what we're up against?,Rem,Do you know what we're up against?,7
Seven:Yeah... I had my own run-in before I hooked up with you guys...,Seven,Yeah... I had my own run-in before I hooked up with you guys...,13
Seven:It's got a pretty tough resistance to physical attacks. Better to focus on magic... Be ready for anything.,Seven,It's got a pretty tough resistance to physical attacks. Better to focus on magic... Be ready for anything.,18
Caius:I refuse to disappear. I have yet to fulfill my duty.,Caius,I refuse to disappear. I have yet to fulfill my duty.,11
"Seven:He just can't get enough, can he?",Seven,"He just can't get enough, can he?",7
Serah:Your light!,Serah,Your light!,2
"Lightning:So that's what he meant, ""knight of the goddess.""",Lightning,"So that's what he meant, ""knight of the goddess.""",9
Hope:You remember!,Hope,You remember!,2
"Lightning:I do. My battle against Caius, Serah's journey, and you, Hope, all grown up.",Lightning,"I do. My battle against Caius, Serah's journey, and you, Hope, all grown up.",14
Lightning:I'm sorry...for everything.,Lightning,I'm sorry...for everything.,3
"Hope:It's okay! I'm just glad to be with you right here, right now.",Hope,"It's okay! I'm just glad to be with you right here, right now.",13
Serah:That's right! Everyone's here. It's kinda strange when you think about it.,Serah,That's right! Everyone's here. It's kinda strange when you think about it.,12
Lightning:There are still a lot of us who don't remember.,Lightning,There are still a lot of us who don't remember.,10
Seven:Do we keep going until we happen to come across more? That might take a while.,Seven,Do we keep going until we happen to come across more? That might take a while.,16
"Cecil:Without a ship, it's going to make for a difficult journey.",Cecil,"Without a ship, it's going to make for a difficult journey.",11
Serah:Mog! You're awake!,Serah,Mog! You're awake!,3
"Mog:Yesiree, kupo! You didn't think that was the end of me, did you?",Mog,"Yesiree, kupo! You didn't think that was the end of me, did you?",13
"Mog:So!? Where's that nasty planesgorger, kupo?",Mog,"So!? Where's that nasty planesgorger, kupo?",6
Seven:...We took care of the one that was here. You sure are an antsy moogle...,Seven,...We took care of the one that was here. You sure are an antsy moogle...,15
Cecil:We were talking about how we were to travel.,Cecil,We were talking about how we were to travel.,9
"Mog:I know just the thing, kupo!",Mog,"I know just the thing, kupo!",6
Lightning:What is it?,Lightning,What is it?,3
"Mog:A new ship was being prepared while I was asleep, kupo!",Mog,"A new ship was being prepared while I was asleep, kupo!",11
Hope:An airship? Are you sure it's not a trap?,Hope,An airship? Are you sure it's not a trap?,9
"Mog:It's real, kupo! I even pinched my bobble to make sure!",Mog,"It's real, kupo! I even pinched my bobble to make sure!",11
"Mog:But the inside of the ship isn't in the best condition, kupo.",Mog,"But the inside of the ship isn't in the best condition, kupo.",12
Lightning:Empty on the inside. A fitting vessel for this place.,Lightning,Empty on the inside. A fitting vessel for this place.,10
"Mog:But it's big enough for everyone, kupo!",Mog,"But it's big enough for everyone, kupo!",7
Cecil:But who...?,Cecil,But who...?,2
Seven:The goddess Materia?,Seven,The goddess Materia?,3
"Serah:Do you know, Mog?",Serah,"Do you know, Mog?",4
"Mog:Nope, but you should come and see for yourselves, kupo!",Mog,"Nope, but you should come and see for yourselves, kupo!",10
"Kuja:It was you, wasn't it?",Kuja,"It was you, wasn't it?",5
Kuja:What is your obsession with them?,Kuja,What is your obsession with them?,6
Golbez:Light and darkness. One can't exist without the other.,Golbez,Light and darkness. One can't exist without the other.,9
Golbez:Those who have lost their light may find the most hallowed light in this dark realm.,Golbez,Those who have lost their light may find the most hallowed light in this dark realm.,16
Kuja:You're hoping they'll stop hating you.,Kuja,You're hoping they'll stop hating you.,6
Golbez:This is not about me.,Golbez,This is not about me.,5
"Golbez:However, if he retrieves his light, he will also retrieve the bonds he shares with his allies.",Golbez,"However, if he retrieves his light, he will also retrieve the bonds he shares with his allies.",17
Kuja:And the sorrow.,Kuja,And the sorrow.,3
Golbez:That must be overcome. There is no joy or misery without memories.,Golbez,That must be overcome. There is no joy or misery without memories.,12
Golbez:Cecil... You must find yourself.,Golbez,Cecil... You must find yourself.,5
Materia:You have come to ask about the airship?,Materia,You have come to ask about the airship?,8
"Bartz:We're glad to have a new one, but did you prepare it for us?",Bartz,"We're glad to have a new one, but did you prepare it for us?",14
"Celes:Based on the others' inspection, it resembles, but is distinct from our ship in the World of Light.",Celes,"Based on the others' inspection, it resembles, but is distinct from our ship in the World of Light.",18
"Yuna:For a divine gift, there's something odd about its construction...",Yuna,"For a divine gift, there's something odd about its construction...",10
"Materia:Unlike your previous airship, I did not prepare this one.",Materia,"Unlike your previous airship, I did not prepare this one.",10
Materia:It was born of a strong will...,Materia,It was born of a strong will...,7
Squall:Willpower... Did one of us make it?,Squall,Willpower... Did one of us make it?,7
Celes:But we were all engaged in battle away from Mog.,Celes,But we were all engaged in battle away from Mog.,10
"Mog:I was still unconscious, so I wouldn't know if anyone else came by, kupo...",Mog,"I was still unconscious, so I wouldn't know if anyone else came by, kupo...",14
Materia:It is someone who is close to you... ...One who harbors light in the depths of darkness.,Materia,It is someone who is close to you... ...One who harbors light in the depths of darkness.,17
Yuna:You're ever reticent.,Yuna,You're ever reticent.,3
Materia:I have not concluded his light is to be trusted...,Materia,I have not concluded his light is to be trusted...,10
"Squall:Whatever. Can we fly in that thing, or is it just an illusion?",Squall,"Whatever. Can we fly in that thing, or is it just an illusion?",13
"Materia:In this world, a strong will is the power to create.",Materia,"In this world, a strong will is the power to create.",11
Materia:I leave the decision to board it in your hands.,Materia,I leave the decision to board it in your hands.,10
"Bartz:Well, let's give it a try. The rest is up to where the wind blows.",Bartz,"Well, let's give it a try. The rest is up to where the wind blows.",15
Squall:(Willpower is the power to create...?),Squall,(Willpower is the power to create...?),6
Squall:(...There's more in this world than just what the gods created?),Squall,(...There's more in this world than just what the gods created?),11
Squall:(...Could someone then create a location from memory?),Squall,(...Could someone then create a location from memory?),8
"Bartz:Let's go, Squall! Everyone's waiting at the airship!",Bartz,"Let's go, Squall! Everyone's waiting at the airship!",8
"Vaan:You know, Sazh, being a new airship and all, you don't have to be the only one to pilot it.",Vaan,"You know, Sazh, being a new airship and all, you don't have to be the only one to pilot it.",20
"Sazh:...Ah, sure thing. Just sit tight till I find a place to put us down.",Sazh,"...Ah, sure thing. Just sit tight till I find a place to put us down.",15
"Balthier:I don't think so, Vaan. It's still too soon for you.",Balthier,"I don't think so, Vaan. It's still too soon for you.",11
Balthier:But changing pilots is a good idea. I'll lose my touch if I don't stretch my wings from time to time.,Balthier,But changing pilots is a good idea. I'll lose my touch if I don't stretch my wings from time to time.,21
Setzer:Can we expect smooth sailing from a brigand? Better I take the wheel.,Setzer,Can we expect smooth sailing from a brigand? Better I take the wheel.,13
Balthier:To the gentry my foot... What if an enemy catches us during your genteel pleasure cruise?,Balthier,To the gentry my foot... What if an enemy catches us during your genteel pleasure cruise?,16
"Faris:An ""air"" ship, eh...? It does have its charm...",Faris,"An ""air"" ship, eh...? It does have its charm...",9
"Sazh:Yeah, yeah, keep your shirts on! You all can fight it out after we land!",Sazh,"Yeah, yeah, keep your shirts on! You all can fight it out after we land!",15
Faris:What about you? I reckon you've more than a passing interest in flying.,Faris,What about you? I reckon you've more than a passing interest in flying.,13
Cecil:I...will pass.,Cecil,I...will pass.,2
Cecil:I was once proud to lead an air brigade...but...,Cecil,I was once proud to lead an air brigade...but...,9
Cecil:I have no right to enjoy the skies. Not after the harm I brought to the innocent.,Cecil,I have no right to enjoy the skies. Not after the harm I brought to the innocent.,17
"Faris:Same as ever. It wouldn't hurt to have a wee more faith in yourself, hear?",Faris,"Same as ever. It wouldn't hurt to have a wee more faith in yourself, hear?",15
"Sazh:Sorry to interrupt here, but...",Sazh,"Sorry to interrupt here, but...",5
Balthier:Blast... Not more trouble...,Balthier,Blast... Not more trouble...,4
Sazh:Your pilot has mysteriously lost control...,Sazh,Your pilot has mysteriously lost control...,6
"Onion Knight:I'm glad we landed safely, but now the airship won't budge.",Onion Knight,"I'm glad we landed safely, but now the airship won't budge.",11
Cater:Sazh and the others seem to think the ship was programmed with this course.,Cater,Sazh and the others seem to think the ship was programmed with this course.,14
Lilisette:Is something the matter?,Lilisette,Is something the matter?,4
Cecil:This mountain... It is familiar to me.,Cecil,This mountain... It is familiar to me.,7
Cater:But we've never been here before. Dj vu?,Cater,But we've never been here before. Déjà vu?,8
Palom:That's all? You don't remember anything else?,Palom,That's all? You don't remember anything else?,7
Palom:Then follow me!,Palom,Then follow me!,3
Cecil:Palom! Where are you?,Cecil,Palom! Where are you—?,4
Palom:Over here! I can help you remember!,Palom,Over here! I can help you remember!,7
Lilisette:It's a giant mirror!,Lilisette,It's a giant mirror!,4
Onion Knight:There's also a faint sense of a crystal.,Onion Knight,There's also a faint sense of a crystal.,8
Cecil:I sense nostalgia...and warmth.,Cecil,I sense nostalgia...and warmth.,4
Cecil:Is this where my memories lie?,Cecil,Is this where my memories lie?,6
Cater:Are you sure we're in the right place?,Cater,Are you sure we're in the right place?,8
Palom:Of course. I could never forget.,Palom,Of course. I could never forget.,6
"Cecil:They are within reach, but...something is still missing.",Cecil,"They are within reach, but...something is still missing.",8
"Onion Knight:If something seems missing, it's just like anyplace else we've visited so far.",Onion Knight,"If something seems missing, it's just like anyplace else we've visited so far.",13
Onion Knight:It's going to take more than hints like this to jump-start Cecil's memory.,Onion Knight,It's going to take more than hints like this to jump-start Cecil's memory.,13
Palom:Ugh! Why do you have to be so difficult!?,Palom,Ugh! Why do you have to be so difficult!?,9
Cecil:There may be a clue in the mirror.,Cecil,There may be a clue in the mirror.,8
Lilisette:Look! There's someone there.,Lilisette,Look! There's someone there.,4
???:You aren't ready to face the truth?,???,You aren't ready to face the truth?,7
"???:You are weak, hiding behind your dark armor.",???,"You are weak, hiding behind your dark armor.",8
Cecil:Are you...me...?,Cecil,Are you...me...?,2
"Onion Knight:Cecil, wait!",Onion Knight,"Cecil, wait!",2
Lilisette:He's inside the mirror! How are we supposed o get him out of there?,Lilisette,He's inside the mirror! How are we supposed o get him out of there?,14
"Seven:They aren't fighting, though. What should we do?",Seven,"They aren't fighting, though. What should we do?",8
Warrior of Light:They appear to be talking. Let us watch over them for now.,Warrior of Light,They appear to be talking. Let us watch over them for now.,12
Cecil?:Do you have the courage to learn the truth?,Cecil?,Do you have the courage to learn the truth?,9
Cecil:You're a sacred knighta paladin.,Cecil,You're a sacred knight—a paladin.,5
Cecil:Did I wish for that?,Cecil,Did I wish for that?,5
"Cecil?:Yes, but even with this light...",Cecil?,"Yes, but even with this light...",6
Cecil?:Many a fault was committed.,Cecil?,Many a fault was committed.,5
Cecil?:Which is why I chose to seal these memories before coming to this world.,Cecil?,Which is why I chose to seal these memories before coming to this world.,14
Cecil?:All because...,Cecil?,All because...,2
Cecil:...I am weak.,Cecil,...I am weak.,3
Cecil?:Regaining your memories will cause you pain and suffering.,Cecil?,Regaining your memories will cause you pain and suffering.,9
Cecil?:The sacrifices I made as a paladin do not compare to what you know as a dark knight.,Cecil?,The sacrifices I made as a paladin do not compare to what you know as a dark knight.,18
"Cecil?:We used our hatred as strength, but the truth rendered it useless.",Cecil?,"We used our hatred as strength, but the truth rendered it useless.",12
Cecil?:Do you still wish to become a paladin? To leave behind your ignorant bliss?,Cecil?,Do you still wish to become a paladin? To leave behind your ignorant bliss?,14
Cecil:I wish...to move on.,Cecil,I wish...to move on.,4
"Cecil:My past may be filled with tragedy, but it's something I mus tface.",Cecil,"My past may be filled with tragedy, but it's something I mus tface.",13
Kain:We will face it together.,Kain,We will face it together.,5
Kain:We all have a past and our own burdens to bear.,Kain,We all have a past and our own burdens to bear.,11
Lilisette:He's right! We're all here for you.,Lilisette,He's right! We're all here for you.,7
Seven:You can count on us.,Seven,You can count on us.,5
Warrior of Light:We have come to trust you and your powers.,Warrior of Light,We have come to trust you and your powers.,9
"Warrior of Light:If your enemy draws his sword, we will fight by your side as proof of the bonds we share.",Warrior of Light,"If your enemy draws his sword, we will fight by your side as proof of the bonds we share.",19
"Cecil:Thank you, everyone...",Cecil,"Thank you, everyone...",3
"Cecil:I will take back the light, and I will use both light and darkness as strength!",Cecil,"I will take back the light, and I will use both light and darkness as strength!",16
"Cecil?:Then so be it... Shatter me, hollow as I may be, with your allies at your side!",Cecil?,"Then so be it... Shatter me, hollow as I may be, with your allies at your side!",17
Cecil (Paladin):I am a reflection of your memories...,Cecil ,I am a reflection of your memories...,7
Cecil (Paladin):But this time is different... Shatter me to gain your light.,Cecil ,But this time is different... Shatter me to gain your light.,11
Cecil (Dark Knight):...Very well. I will pour everything I have into defeating you.,Cecil ,...Very well. I will pour everything I have into defeating you.,11
Cecil (Paladin):Surely then...will I claim victory over myself.,Cecil ,Surely then...will I claim victory over myself.,7
Cecil:This brilliance... Are these...my memories?,Cecil,This brilliance... Are these...my memories?,5
Zidane:Is that the real you?,Zidane,Is that the real you?,5
Cecil:I remembered. The dark knight became a paladin.,Cecil,I remembered. The dark knight became a paladin.,8
"Cecil:I remember everything, which is why I must have taken on this appearance.",Cecil,"I remember everything, which is why I must have taken on this appearance.",13
Zidane:You don't look too happy about it. Isn't this what you wanted?,Zidane,You don't look too happy about it. Isn't this what you wanted?,12
Cecil:I was driven out of my home. I obtained this holy power to put the past behind me.,Cecil,I was driven out of my home. I obtained this holy power to put the past behind me.,18
"Cecil:But on my journey to this world, I subconsciously gave up those memories.",Cecil,"But on my journey to this world, I subconsciously gave up those memories.",13
"Cecil:...Perhaps I wished to go back to a time when I had the king's trust, when I fought alongside my friends.",Cecil,"...Perhaps I wished to go back to a time when I had the king's trust, when I fought alongside my friends.",21
"Cecil:Though I gained the power of the paladin, I lost much more in return.",Cecil,"Though I gained the power of the paladin, I lost much more in return.",14
Cecil:A part of me has always regretted my actions.,Cecil,A part of me has always regretted my actions.,9
Palom:...Don't say that.,Palom,...Don't say that.,3
"Garnet:What is it, Palom?",Garnet,"What is it, Palom?",4
Palom:I've been waiting so long for you to remember.,Palom,I've been waiting so long for you to remember.,9
Palom:Don't you know what would've happened to our world without you?,Palom,Don't you know what would've happened to our world without you?,11
Garnet:Why are you crying?,Garnet,Why are you crying?,4
"Palom:I'm not! And if I was, they'd be tears of pity!",Palom,"I'm not! And if I was, they'd be tears of pity!",11
Cecil:Do you remember everything?,Cecil,Do you remember everything?,4
Palom:Of course!,Palom,Of course!,2
Palom:Why would you so easily try to forget the memories you had with all of us?,Palom,Why would you so easily try to forget the memories you had with all of us?,16
Palom:Did you already forget about the things and people you wanted to protect!?,Palom,Did you already forget about the things and people you wanted to protect!?,13
Palom:...I thought we finally got you back.,Palom,...I thought we finally got you back.,7
Palom:But all you have are regrets! It's like you don't even remember the good you've done...,Palom,But all you have are regrets! It's like you don't even remember the good you've done...,16
Cecil:Forgive me.,Cecil,Forgive me.,2
Palom:Why! Tell me why grown-ups have to be such pains in the butt...,Palom,Why! Tell me why grown-ups have to be such pains in the butt...,13
Zidane:Take it easy.,Zidane,Take it easy.,3
"Zidane:I don't know what you guys went through, but every life has meaning.",Zidane,"I don't know what you guys went through, but every life has meaning.",13
"Garnet:Yes, we all have a purpose.",Garnet,"Yes, we all have a purpose.",6
Cecil:I...I am weak.,Cecil,I...I am weak.,3
Cecil:I despised my own brother in a war that destroyed the lives of many. I wanted to shy away from that reality.,Cecil,I despised my own brother in a war that destroyed the lives of many. I wanted to shy away from that reality.,22
Firion:Your own brother... That must have been tough...,Firion,Your own brother... That must have been tough...,8
"Bartz:Come on, guys. Let's give him a break.",Bartz,"Come on, guys. Let's give him a break.",8
Bartz:Who cares if he's a dark knight or a paladin? Cecil is Cecil.,Bartz,Who cares if he's a dark knight or a paladin? Cecil is Cecil.,13
Bartz:You don't need to figure out all the answers right away.,Bartz,You don't need to figure out all the answers right away.,11
Cecil:...Bartz. I am sorry... I...,Cecil,...Bartz. I am sorry... I...,5
Bartz:No need for that.,Bartz,No need for that.,4
"Bartz:Now, come on! We've got stuff to do!",Bartz,"Now, come on! We've got stuff to do!",8
Bartz:Hanging in there?,Bartz,Hanging in there?,3
Cecil:Yes... My memories caught me off guard... It is something I was able to hide better back in my world.,Cecil,Yes... My memories caught me off guard... It is something I was able to hide better back in my world.,20
Cecil:How do you manage to stay so positive and self-assured?,Cecil,How do you manage to stay so positive and self-assured?,10
Cecil:Have you yourself had to overcome a past tragedy?,Cecil,Have you yourself had to overcome a past tragedy?,9
Bartz:It was his dying wish that I go out and travel the world.,Bartz,It was his dying wish that I go out and travel the world.,13
Bartz:It didn't even occur to me that I'd end up being part of such a grand adventure.,Bartz,It didn't even occur to me that I'd end up being part of such a grand adventure.,17
"Galuf:When we first met, you were already ready to move on.",Galuf,"When we first met, you were already ready to move on.",11
