Character,clean_dialogue,narrative_type,plot_unit_id
Yuffie,Shut up! Shut up! SHADDUP!,narration,509
Gorky,Winning Miss Yuffie's heart must mean you have tremendous skill.,narration,509
Gorky,"Here I am, Miss Yuffie!",narration,510
Shake,"Hey, you there! Don't ignore me!",narration,510
Shake,You aren't good enough to be here! This is the Wutai Temple of Martial Arts!,action,510
Yuffie,Who's next?,narration,510
Shake,Are you blind? I'm right here!,narration,510
Yuffie,What? I gotta fight a punk?,action,510
Shake,Heh! Punk. I'm more of an adult than some bimbo girl!,narration,510
Yuffie,"Wh, what did you say!?",dialogue,510
Shake,See what I mean? That kind of anger's what makes you so immature! Don't pat yourself on the back until you beat me!,dialogue,511
Yuffie,Now watch...!,narration,511
Shake,bout the only thing you do really good is breathe! Sure you're brave enough to fight?,action,511
Chekhov,"Hm, so someone finally got past Gorky. So, I guess it's time for Chekhov to stand in...",action,511
Shake,"Here I go, brat! Speed Change!",action,511
Shake,URRGRAAAAGH! So you CAN fight a bit!,narration,511
Yuffie,Of course!,narration,511
Chekhov,"Ho, ho, ho... It's been a while since I felt pain...",narration,511
Shake,HYAAAAAAH! BRATBRATBRATBRAT!!,narration,512
Chekhov,You can't go to the next floor unless you beat Shake.,action,512
Yuffie,Shut up! Shut up! SHADDUP!,narration,512
Shake,"So when it comes down to it, you're just all talk. Brat!",narration,512
Shake,"Compared to me, all of you are nothin' but a buncha babies.",narration,512
Shake,URRGRAAAAGH! So you CAN fight a bit!,narration,512
Chekhov,"How dare they mock us like that, thinking they could sneak past us.",narration,512
Chekhov,"That being the case, we have nothing further to discuss.",narration,512
Staniv,"So even Shake's been defeated. It's been a while since you had to fight, Chekhov.",narration,513
Chekhov,"Unfortunately, this is as far as it goes. Staniv, you watch over there.",action,513
Yuffie,That ain't going to happen! I'll teach you about the strength of youth!,action,513
Chekhov,"Keep mouthing off like that, little girl, and you're going to get burned.",action,513
Chekhov,"Ho, ho, ho. We'll see if you still talk like that after you taste some of my Sacred Magic...",narration,513
Chekhov,Magic Change!,narration,513
Chekhov,I can't believe you beat me...,narration,513
Yuffie,Of course!,narration,513
Staniv,This should be interesting...! It's been a long time since I've had a chance to use my powers to their fullest...,narration,514
Chekhov,"Ho, ho, ho! What does a immature young child know...?",dialogue,514
Staniv,So this IS the average person's limit...,narration,514
Yuffie,Shut up! Shut up! SHADDUP!,narration,514
Chekhov,"Ho, ho, ho. What do you expect from a child barely out of diapers!?",dialogue,514
Staniv,"First, Chekhov will keep you company...",narration,514
Chekhov,Managing that girl must be exceedingly rough on you.,narration,514
Chekhov,I can't believe you beat me...,narration,514
Staniv,HAAAAH!,narration,515
Staniv,"If it were not for Miss Yuffie, I wouldn't be facing him...",narration,515
Yuffie,Huh? Who's the one I'm supposed to beat?,narration,515
Staniv,"The rule is the best fighter on each floor will be your opponent... Although it's a five-storied pagoda, the fourth floor is the highest... In other words, no one has ever defeated me--Master of Weaponry! You still want to try...?",action,515
Staniv,I like you! Now watch...,narration,515
Staniv,Weapon Change!,narration,515
Staniv,"Wh, what...!?",dialogue,515
Yuffie,Of course!,narration,515
Gorky,Splendid! Your level and skills have improved...,narration,516
Shake,"Oh, ho! You might not be as much of a child as we thought you were!",narration,516
Chekhov,Of course. If WE lost to her...,narration,516
Staniv,"You have defeated four of our best, but now you will have to face HIM......!",narration,516
Staniv,How unfortunate! It was over before I could even put all of my strength into it...,narration,516
Yuffie,Shut up! Shut up! SHADDUP!,narration,516
Staniv,You don't seem like the kind of person who can make it to the fourth floor without a problem...,narration,516
Staniv,"I would like to fight you, however the Five Sacred Gods can only compete with those from Wutai...",action,516
Staniv,"Wh, what...!?",dialogue,517
Gorky,......,narration,517
Shake,Sh......!,narration,517
Chekhov,...,narration,517
Staniv,......,narration,517
Godo,...Hm. You can do it......,narration,517
Yuffie,"D,...Dad!?",narration,517
Godo,"I'm glad you made it this far, Yuffie!",narration,517
Yuffie,"Why, why are you......",dialogue,518
Godo,I'll answer you by having you try your skills against me! Hold nothing back. Come as if you're trying to kill me! If you don't...then I'll have to kill you!,narration,518
Yuffie,H...hey!,narration,518
Godo,What are you doing! OMNI-Change!.......!!,dialogue,518
Yuffie,"I'll show you this time, you old Fart-meister!",narration,518
Godo,Hmm? A slight improvement.,narration,518
Godo,Come at me with all you have! OMNI-Change!......!!,narration,518
Yuffie,Dammit......,narration,518
Godo,Ohhh! And what was that!? Come back when you get more training!,dialogue,519
Yuffie,...heave......heave...,narration,519
Godo,...huff......puff......,narration,519
Yuffie,O...old coot... n......ot...bad...,narration,519
Godo,You've......also......improved...,narration,519
Yuffie,"Hah...Ha, ha......",narration,519
Godo,"...Heh, heh......",narration,519
Yuffie,Ha ha haaaaaa......!,narration,519
Godo,Waha haaaaa......!,narration,520
Godo,"It's time I gave this to you, Yuffie... This is Leviathan Materia. Take it.",narration,520
On-screen,"Received ""Leviathan"" Materia!",system,520
Godo,"...I thought I'd give it to you, but you have no place to hold it. Then, come back for it later. And don't forget!",narration,520
Staniv,"But, Lord Godo. The Leviathan Materia should only be given to the person who conquers and takes over this Pagoda. That is our custom...",action,520
Yuffie,"CUSTOM, CUSTOM, CUSTOM... I'm so sick of hearing that! It's so stupid!",narration,520
Gorky,"Silence, Miss Yuffie!",narration,520
Yuffie,Then what 'bout all the rest of you? You have all that power... Are you satisfied being cooped up in this tower?,dialogue,520
Godo,Yuffie...!,narration,521
Yuffie,"You too, dad...! Just because you lost the war! And turning Wutai into a place like this!",narration,521
Chekhov,...What do you want to say?,dialogue,521
Yuffie,You turned Wutai into a cheesy resort town peddling to tourists... How dare you!? Da-chao Statue and Leviathan are ashamed!!,narration,521
Godo,...,narration,521
Shake,She IS a kid.,narration,521
Yuffie,"Wh, what did you say...!?",dialogue,521
Godo,Yuffie!!,narration,521
Godo,Forgive me... It's all my fault...,narration,522
Gorky,"What are you saying, Lord Godo!",action,522
Godo,Losing the war...turning Wutai into this. It was all my fault...,narration,522
Chekhov,Lord Godo!,action,522
Godo,Silence!!,narration,522
Godo,"Yuffie...... I am the same now as I was before when I wanted the war. But, after I lost the war, I began to think... Is strength, only for defeating the enemy? ...or just something to show-off to others...? Might begets might. That's the same way as the Shinra...",narration,522
Yuffie,......,narration,522
Godo,"I knew you were looking for Materia for the good of Wutai. But, the reason I hide my strength now, is also for the good of Wutai... And now, I realize both are necessary... Strength without determination means nothing. And determination without strength is equally useless...!",action,522
Staniv,Lord Godo...,action,523
Godo,"You there, please take Yuffie with you! I perceive that you all have both determination and strength!",narration,523
Cid,"Well, just tell yourself you're on a big ship, and leave the rest to ol' Cid!",dialogue,523
CaitSith,"If you put it that way, we can't refuse...",narration,523
RedXIII,As long as she doesn't get in our way...!,narration,523
Aeris,All right. We'll take your daughter with us.,narration,523
Tifa,"...after that, how can we refuse?",narration,523
Vincent,Hmm... You may come if you want to ...,narration,523
Barret,Jes' don't do nothin' funny to our Materia...!,narration,524
Cloud,"All right, I don't mind.",narration,524
Godo,"Go, Yuffie! For the sake of strengthening Wutai!",action,524
Yuffie,Dad...,narration,524
Godo,I'll take care of the Five Sacred Gods until you return! Go! And come back alive!,action,524
Yuffie,......,narration,524
Yuffie,Of course!,narration,524
Godo,"Yuffie, wait a minute. The Materia they all have... After their battle is over, you think they'll still want it?",action,524
Yuffie,Dad...!,narration,525
Godo,Go! Survive till the end! And return! With the Materia!,action,525
Yuffie,"Heh, heh...you bet!",narration,525
Clerk,"He, HEY! Waitaminit you!! You can't just walk outta here without buyin' somethin'... Might be unhealthy fer ya, if ya know what I mean.",action,525
NPC,You dried up old geez. You tired? Why don't you rest up on the third floor of my house? There's just one condition. You gotta give me some cash.,action,525
NPC,"Damn, man!! Just forget about it!",narration,525
NPC,"Oh man, oh man...... Go ahead 'n' help yourself to the room.",action,525
NPC,"Geez, dude, you're really old. You sure you ain't poorer than me?",narration,525
NPC,Cheap %#*^...,narration,526
NPC,"Use whatever bed you want. Sleep tight, old guy.",dialogue,526
 NPC,"This is a slum, so don't think you can stay for free. What are you going to do? Doesn't just seeing the bed make you sleepy?",action,526
NPC,"Sweet dreams, pops.",narration,526
NPC,"Rough times, huh pop? Not a dime on you?",narration,526
NPC,"Tough guy, huh!? You'd better sleep when you can. You'd better save when you can. That's the trick to being tough. Remember that, old dude.",narration,526
Cloud,hoo...,narration,526
Conductor,"When you've been a train man as long as I have, you see a lot of people and a lot of lives. People meeting, parting, joy, sadness... After a while, it doesn't even get to you anymore.",narration,526
Conductor,I wonder how long it's been... There's an invisible rail between me and the passengers. I could never live their lives. I'm just a train man plain and simple. It's easier that way.,narration,527
Conductor,"That's not to say that the crossing gate of my heart doesn't hurt now and again. Back during the war, I remember there was a lot of painful scenes then. But, that's a story for another day...",dialogue,527
Conductor,First train leaves Midgar at 0504am.,narration,527
NPC,"Hey now!! Oops!! What on earth are you doing? Just butt out......geez! Huh? You come to see it, too? There was a bombing on top. If this pillar should come down, everyone in the slums is dust... Well, there's no point in worryin' about that. Hey!! Look! It's huge, ain't it? Hey... This is a strange and wonderful place. This is my place, but you can come here when you want. Bye, bro!",dialogue,527
Barret,"Yo, Cloud! Over here, now!",narration,527
Guard 1,Ah...eh...uhm............ Excuse me. You cannot pass without the proper clearance. Did I do good this time?,action,527
Guard 2,You gotta be tougher!,action,527
Guard 1,"But, uh, I......",narration,527
Guard 2,What the hell do you want? You know who I am? You can't pass. I got the miserable job of keepin' scum like you from trying to sneak in here.,action,528
Guard 1,"W, wow! You're great!!",narration,528
Guard 2,"Damn right!! Don't waste time talkin's, what I always say!",dialogue,528
Guard 1,"But, uh, I......",narration,528
NPC,"Hey!! What the, YOU? Anyone talking to me must be a novice.",dialogue,528
Cloud,So what. Everyone's a beginner sometime.,dialogue,528
NPC,"Don't act so big, amateur. Seein' as how I'm such a warm hearted guy, I'll show ya the ropes. You come back here tomorrow. I got some things I gots ta do.",action,528
Cloud,"The name's Cloud. Used to be with SOLDIER, I got no business with you.",action,528
NPC,"Hmmph!! Well, I never heard of ya!",narration,529
NPC,"Unn...... !! Who the hell are you!? No unauthorized access. Since today's special, I'm gonna let you in on a juicy bit of news. But you gotta keep it to yourself. Do you know about what's been going on......?",action,529
NPC,"I guess you must be sick of hearing it... But it's been so long since there was any real news here. You're worried where it's all heading, right?",narration,529
NPC,"Everything's in a buzz 'bout that terrorist group AVALANCHE blowin' up the Sector 1 Mako Reactor. On the surface they say they're an anti-Shinra group, but in reality... They say they're just out to kill as many people as they can. Gyaaaa, Haaa haaa!! That's a good one, ain't it!? While they're bustin' things up on top, the only ones makin' out good are us weapon stores! Now, if we can just get rid of this back stock, we'll be doin' ok.",action,529
NPC,"You know what I do? I'll bet you don't. You come here tomorrow and I'll tell you. Ahh, there just ain't no good jobs here in the slums. I wanna go to the upper world.",action,529
NPCs,I'm not letting you go tonight. Wow!,action,529
NPCs,Isn't there somewhere we could go to be alone? Wow! There's only the train graveyard around here. And they say there's ghosts around too! .......damn. What?,action,529
NPC,I'm not opening up. Go away!!,action,529
Clerk,We're closed today. Come back tomorrow.,narration,530
Cloud,What crappy handwriting. And look at all this graffiti!,dialogue,530
Sign,Don't be taken in by the Shinra. Mako energy will not last forever. Mako is the life of the Planet and that life is finite. The end is coming. Saviors of the Planet AVALANCHE,narration,530
Johnny,"Woo......ah geez, I'm blitzed. I jes love them homemade cocktails. But they sure do creep up on ya.",narration,530
NPC,"Oh Jesus!! What the hell's wrong tonight!! I thought that long blackout was strange. They say a Mako Reactor was destroyed above. I was jes sittin' here drinkin', watchin' the news by myself. 'n' all of a sudden I get kicked outta the &*%$ store. What's up with that!?",dialogue,530
NPC,I wasn't even done with my drink. I didn't even pay my bill...,narration,530
NPC,Explosions! Explosions! Oh Man! AVALANCHE is so cool!,narration,530
NPC,Did you hear?,narration,530
NPC,"There's a news update. They say that there was a terrorist explosion up above, and that this time it was a Mako Reactor!! You know what this means?",dialogue,531
NPC,"Ya see, I keep on top of these things, an' if ya ask me...... If you knock out Midgar's power, then all of its computers and signals are going to be knocked out too. Financially there must've been about a billion gil worth of damage. An' that ain't all!! A lotta innocent people got killed too! If the explosion had been in the middle of the night, that woulda been one thing. At least the people coulda gone in their sleep.",action,531
NPC,"Oh, well excuse ME!",narration,531
NPC,"Oh, well excuse ME!",narration,531
NPC,This Mako explosion has really sent Midgar into a fit.,narration,531
NPC,"Hey, come over here. But people will... Who cares? But... There's a weirdo over there. Huh? Say, you're pretty gutsy. Why don't you go snoop somewhere else, Romeo?",action,531
Johnny,Hey!! Open up! C'mon baby!! It's me! Johnny! Mom!!,action,531
NPC,"There's a TV in there, but my cheap aunt won't let me in the house. Look for yourself.",narration,531
NPC,"Now that you mention it, there used to be an outside TV monitor here in the slums. But that Barret, busted it up. Shot it up with that weird machine gun hand of his. Blam, blam, blam. I think it was when President Shinra was on. He was on again this morning, too, you know. Tifa better watch out for her TV.",narration,532
NPC,"All's quiet!! Shh, I'm spying now! OH!! There's something!! DANGER!! ALERT!!",narration,532
NPC,Did you hear?,narration,532
NPC,"About that little girl named Tifa and that bar called '7th Heaven'. I'm not only informed, I'm kinda nosey too. Anyhow, I got the scoop. You wanna hear?",action,532
NPC,"That Barret and three of his henchmen are like this sometimes. Suddenly, they threw out a customer and start talking trash to him. It's strange, if you ask me. And that place always smells like gun powder. It's dangerous, I tell you. They must be doing terrible things in there.",dialogue,532
NPC,"Oh really? Well, aren't you a cool one!",narration,532
NPC,"Oh really? Well, aren't you a cool one!",narration,532
NPC,"Heh heh...He'll forget about it. OH, you!! Get my friend on the second floor to teach ya.",narration,532
On-screen,How to use the buttons.,system,533
Cloud,Huh? Finger!? What the hell?,dialogue,533
On-screen,I'm the position cursor!! Call me whenever you're walking around confused! Push the  button and I'll appear over your shiny little head.,system,533
Cloud,"Geez, you stand out even more than I do...",narration,533
On-screen,"Am I in the way? If so, just push the  button one more time. I'm pretty busy myself, and can't always come when you need me. If I don't show up sometimes, don't get mad. Later!  Push the  button when you're lost in the field. Usually, the  will appear on the screen. But wait!!  mark the exits and  mark ladders. These will help you safely make it through even the darkest streets or dangerous mountains! But, there are times when it won't appear, so be careful.",system,533
NPC,This is the Beginner's Hall. You say you're a beginner? But your eyes say you're not.,dialogue,533
Cloud,Don't mess with me. I used to be in SOLDIER. I'll tell you how much I know... an' for free too!,dialogue,533
Cloud,What do you want to know?,dialogue,533
Cloud,"Now I'll tell you about saving. You know what'll happen if you don't save? That's right. Everything you worked so hard to do will be lost! You never know when there might be a power outage. And you've got a long battle ahead of you. It pays to save often and take breaks when you need them. Anyway you'll need a Memory card to save your games. But, uh, none of the stores around here sell any. You'll have to get some at a  store. I guess you already have a Memory card. Put the Card firmly into the slot. Put it in either the right or left side. Then when you're ready, access the menu. Select . Remember you can't just save wherever you want. You can only save at places marked . When you find one, a message will appear. Whenever you reach a , you'll want to save your game. Slot 1 is on the left, slot 2 on the right. Choose either one. Next, choose your file and save it. Each Memory card can hold up to 15 files. If you have files from other games on it, there will be less room to save. The screen only shows 3 files at a time so, press the directional buttons to scroll down the list, and you can see the rest. Remember, the more files you have, the longer it will take to load. One last thing. The Memory card is a delicate device. Be careful when handling it. Never remove it while saving or loading. Don't get mad even if you lose. If that happens, just chill out, and let your head, and your console, cool down. That's all. Remember to save often so you don't lose your games.",action,534
Cloud,"First, you need Potions.",narration,534
NPC,"You're a stingy one. Here, I'll give you ONE Potion.",narration,534
NPC,I don't have any extra Potions on me. Why don't you go buy some?,action,534
Cloud,"You probably already know this but... HP is your life force. If HP is lost in battle, you're out of commission. MP is the source of your magic power. If your MP's lost, you'll be unable to cast spells. So, what should we do to cure a damaged ally? There are three ways. First, you can rest at an inn at a nearby town. Second, you can use items to help them recover. Third, you can use curative magic. I'll explain about Magic later, but here we'll talk about items. Select  from the menu. Potion restores HP. If you can't find where Potion is, access the menu and select  to change the order of items. You can arrange them however you like. Order items you'll use in the field. Order items you'll use in battle. Prioritize items you can throw in battle. Order weapons and armor separately. Order by name Order by most items held Order by least items held By the way, 's are just that, items that unlock problems just like a key. They're very important items to have. Keep that in mind. Ok, now select , Then select . Select the person you want to use it on. If they're already maxed out, you won't be able to use it on them. We can restore MP with . You use this the same way you did for . Just pick a member and use it! The number appearing next to the item name tells you how many are available. Of course, the more you use, the less you'll have. Some enemies will drop Potions or Ethers, but you'll want to stock up whenever you're at a store. One last thing, if someone in your party gets wiped out, either rest at an inn or use . That's all!",dialogue,534
Cloud,"Now I'll tell you how to use curative magic. First, access the menu and select . Next, select who'll cast the spell. Pick an ally equipped with  Materia. You can select another party member by using the L1 and R1 buttons. The function also work in other sub menus. Better remember that. This is magic you can use, monsters you can summon, and enemy techniques you've learned. Whenever  is selected... the available magic appears on the screen... So, if you wanted to use ... you would select it from the menu... then select who you want to use it on. I think Potion is pretty expensive, so... when you're near an inn and you can restore MP, it's better to use curative magic rather than Potion. That's all.",dialogue,534
Cloud,"Equipping weapons & armor is basic to battle. Let me show you how it's done. Just finding or buying new weapons or armor, isn't enough. You have to access the menu and select . Then, select who you want to equip. You can change weapons, armor and accessories. Accessories have special effects. Just select what you want to change. On the right side of the screen, here's a list of what can be equipped. You can see the item's effect here. Change your weapon with the OK button. Make sure it'll increase attack/defense levels. Pay special attention to Materia slots. The slots that are linked are effective. Also check the growth rates of Materia. Now when you want to remove an accessory... press the triangle button here. You should never remove weapons or armor. Because you never know when you'll be attacked. After you're finished equipping, you should re-equip your Materia. That's it!",dialogue,534
Cloud,"Materia can unleash hidden power in humans. So let's see how Materia is used. First, access the menu. Then select . Select who you want to use it. Pay close attention to my weapon here. Each weapon and armor has slots in them. Choose which slot you want to put Materia in. Now select the Materia you want to use. This is curative Materia. If you want to know what its effect is, line the cursor up with , and push the OK button. It's just like selecting battle commands. Just line the cursor up to , you can see that the available magic has increased. Now you can use new magic . And that's all there is to equipping Materia. See? It wasn't that tough! When you want to remove Materia, it's as easy as pointing to the materia slot, and pushing the triangle button. There's only one thing you have to watch out for. When you equip Materia, your condition changes. Parts of you will become stronger... while others get weaker. Normally, when you equip  Materia, your magic power will get stronger. But your physical strength weakens. So, Materia's kind of a double-edged sword. The left side of the screen, shows the effect of the Materia. Try out everything. And that's all. I'll tell you about some of the finer points next.",action,534
Cloud,"Access the menu if you find Materia. There's a lot of different Materia around. This is one of them. It's  Materia. If you equip this alone, nothing will happen. It's a little tricky, but I'll tell you anyway. Now look at my weapon. Look closely at those two slots. They're joined together as linked slots. You've got to remember to put it into linked slots. Different Materia will affect each other. But only if the slots are linked. Just to show you, let's put some  into one of the slots, and  in the other. Now we can use  on  the enemies. But it's limited to once per battle. Combine different things and you'll come up with different results. Combining  and , will let you use  for your entire party. There are also many useless combinations. For example,  and   and  can be used normally, but there won't be any compound effect. Specialized Materia like  is called . You can tell the difference just by looking at the Materia's color. This may sound weird, but did you know Materia grows on its own? Even if one of your allies uses it, it will continue to grow with each battle. As its level increases, so will the effects of the magic you can use. I told you  works once per battle. But it can work twice or more as it grows. When you get it to the master level, Materia will divide itself, looking like it's giving birth. But that master Materia won't grow anymore. When you can't take Materia on anymore, you'd better sell it or dump it somewhere. You can see the useful functions here. You can  Materia,  Materia from your weapon. You can throw Materia into the . Oops, relax! I wasn't gonna dump it. Let's see. This is a special menu for you. You can exchange all Materia you have between allies, even if they're not in your party. Now about Materia's growth. The growth rate depends on what weapon or armor it's put into. Some will double in growth, while others won't grow at all. In most cases, the Materia's effect won't change whether you put it into a weapon or armor. But  and  are completely different depending on whether they're put into weapons or armor. You've got to think about what weapon or armor to use, or what Materia combinations will be the strongest. I remember hearing once... about extraordinary Materia somewhere in the world. I think I've told you just about everything I can.",action,535
Cloud,"I'll explain your party's order in battle. First, access the menu and select . Next, select who you want to switch. Now, select the position you want. This will change their position in battle. In this case there isn't any advantage/disadvantage. But when you select the same person twice, it will place them in either the front/back row in a battle. When they're on the left side of the screen, that'll be the front row... When they're on the right, that'll be the back row. When you're in the front row and you select  you inflict major damage on your enemy. But you will also receive greater damage. While in the back row, although you do less damage to the enemy, you also receive less damage. For magic attacks, there's no difference in damage between the front & back rows. There is also no difference when you use long range weapons. It's better to keep weaker members... in the back row. And that's it. Of course, I'm better off in the front row!",narration,535
Cloud,"You must know your current status. That's one of the basics of battle. Access the menu and select . Next, select the member you want to check. Were you surprised at the amount of information? I'll explain the order. First, these are your experience points and your level. The more experience you get in battle, the stronger you become. This gauge tells you how many points you need to get to the next level. If you can't beat stronger enemies, raise your level by fighting weaker ones. You'll improve your physical and magical skills. Next is HP and MP. HP is your life force. When it reaches zero, you won't be able to fight. MP is the source of your magic power. Every time you cast magic, you use MP. and when you run out of MP, you won't be able to cast spells. This is called the Limit gauge. It shows your anger level. When the gauge is full, you can use a ""Limit Technique"". I'll tell you about ""Limit Techniques"" later. You know the battle commands are classified roughly into two groups.  is for regular physical attacks.  and  cast magic attacks. Each has attacking power, defense power, and escape probabilities. The value depends on your equipment, and experience level. The total effect is on the chart below. These are commands you can use in battle. And your presently equipped weapons, armor, and accessories. Press the OK button here one more time. There are all types of attacks... Some monsters are weak against fire, others are weak against ice or lightning. The Materia or items you have can add these s to your attacks or protect yourself from them in an enemy attack. This chart shows your current attributes. Press the OK button here one more time. The chart below means s. Some enemies will use sneaky attacks on you. These attacks change your condition, such as... sleep, confuse, poison, darkness, petrify, silence, small, frog, and so on. These conditions disappear after each battle, except fury and sadness which will remain. To cure these conditions quickly, use items or magic. There are specific medicines for each condition. I know I'm repeating myself but,... when you're taken out in battle, I mean, when you're almost dead, use  magic or the item . When you change Materia or equipment it's best to look here to check on them. Mastering Elementals and Added Effects... will make your battles safer. That's all.",action,535
Cloud,"Here are a few hints on limit techniques. When an enemy has pushed your anger to the limits, you can unleash unimaginable power. You know what I mean, right? The trick is how to use it. Access the menu and select . Now select a member. Now decide what your limit will be. Lower limits have less power, but you can use them more often. If you set your limit higher, you can inflict great damage, but you'll have to wait longer. After using this technique for awhile, you'll improve your technique. Your development will change depending on how you fight. I can't tell you how it will change. That's something you'll have to find out by yourself. I've heard a rumor about secret items that inspire ultimate techniques. I don't know whether or not those items really exist. That's it! Try everything out and use what's best for you!",action,535
Cloud,"You probably know all this. But just in case, I'll go over it. Until you get instructions, don't open or take discs out of the PlayStation. After you open up the Disc Cover I can't guarantee what'll happen. That's all.",action,535
NPC,"Hey!! You got one right off! That was Materia. Next, take this !",action,535
NPC,"Now listen, Hidden in these treasure chests, are a lot of items There are box types and bag types, so make sure you don't overlook any.",narration,535
NPC,"This is the fabled !! At a  you can use a  and/or select ""SAVE"". There's more, too. Look for something called secret. Even if you are wiped out, if you save you can restart from that same point. That way you don't have to worry when you've been wiped out. This is jumping ahead a little but, when you leave Midgar... Once you get the world map, you can save anywhere you like. Remember that. That should be all you need to know about the Save Point. I'll probably see you again somewhere on the road. Take care! I'm a !! Beginners make sure and keep an eye out for me!!",narration,535
NPCs,......smack......knock......!! Help!,narration,536
Cloud,You've got to hang in there. You're limit gauge is just starting to build.,action,536
NPCs,Waaaah!!,narration,536
Cloud,"Ok! Now your limit gauge is full, go ahead and use it! Fight with your limit technique.",action,536
Cloud,Great!,narration,536
NPCs,Magic!! Magic!! Help!,narration,536
Cloud,Calm down! When your enemy uses magic counter with  or .  reduces the damage received from magic by half.  bounces the attacks off you. But the number of times you can use it is limited so be careful.,narration,536
Cloud,Great!,narration,536
Cloud,"If you want to get as strong as me you need to use Materia. And you have to find the best combinations of them. The type of Materia you put in your weapons and armor will determine how quickly your Materia grows. Put Materia into the open slots in your weapons and armor. The possible combinations are limitless. That's about all I can tell you. If you want to be like me, you have to have some natural talent.",action,537
Cloud,"Listen kid, don't piss me off! That's all right. Just give it a try. Little by little, you'll get used to it.",narration,537
NPC,Hey SOLDIER!! Tell us about battles! We'll even pay you!,dialogue,537
Cloud,I'm not hard up enough to take money from guys like you. But I'll rap with you for a while.,narration,537
Cloud,What do you want to know?,dialogue,537
Cloud,"ATB or Active Time Battle is a system that is always in operation during battle. Select  from ATB on the Config Menu and time will stop when you select magic or items during battle. This gives you time to pick out your commands. This is especially helpful to beginners. Selecting  ATB in the config menu can stop time while the effects of spells and items are taking place during battle. This lets you take your time looking over the progression of the battle. When you don't want to rush in battle, this is for you! Personally, I always use , but you can use whichever you like.",narration,537
Cloud,White numbers appearing on the screen in battle are damage points. Green numbers show restorative points. You better watch these if you don't want to get wiped out.,narration,537
Cloud,"The  command can move characters to and from the front and back rows. In the back row, the damage received is less, but the attacking power is less. You can make a  by pressing the Directional button in battle. Pushing the Directional button the other direction during battle accesses . Selecting  reduces the damage you receive by half until the next command. If you're up against a strong enemy, Don't hesitate to use this one. Of course, I never need it.",action,537
Cloud,"I don't really remember ever having to use the  command... but you'll probably need it. Push the L1 and R1 buttons at the same time, holding them down, and you can escape.",action,538
Cloud,"During battle, there are several  displayed. You can't check them now, so just remember what I tell you.  displays the time remaining until your next turn while in battle. When the gauge is full, you can make your command. If you don't want to make one, push the",action,538
Cloud,"means just that. The status of each character. I'll probably wind up repeating myself, but let me go over a few basic points. Sleep You cannot put in a command until you get up. Poison Steals your HP in battle. Fury Damage is increased, attack accuracy decreased. Tranquilizers will remedy it. Sadness Damage is decreased. Hyper will remedy it. Petrify Will petrify and become immobilized. Every member will be wiped out. Confuse Will attack enemy and ally alike. Silence Will be unable to cast magic. Paralyze Stops time gauges, commands. Darkness Accuracy of hitting attacks decreases. Frog Become a frog. I hate this one!",action,538
Cloud,"Hoo...I'm beat. , since this can be changed with magic and items, you should check it whenever you buy things.",narration,538
Cloud,"is the special effect that comes with certain weapons and magic. It's necessary to move ahead effectively. If you pay attention to the types of elementals you use you'll become intermediate in no time. I put together this list, but remember, it's just a partial list don't take it too literally. Fire Fire effect. Works best on animals and water monsters. Ice Ice effect. Works best on fire monsters and things that hate the cold. Lightning Lightning effect. Works best on mechanical things. Earth Attacks using the earth's power. Doesn't work on flying enemies. Poison Poisons enemies. Doesn't work on any poison based enemies. Gravity Gravity based attack. These hurt if they hit. Water Calls on the earth's water. Works well on fire monsters. Wind Calls up the winds. Works well on flying enemies. Holy Calls up the Planet's power. Works well on dark monsters.",narration,538
Cloud,"If you use reciprocal elementals in your attacks, the effect is huge! Also, if you use the same elemental, your defenses are raised. But, you have to be careful because the opposite is also true. To see what elementals an enemy has, you need  Materia. If you get that Materia, you should try using it.",dialogue,538
Cloud,"Looks like you didn't get it the last time I told you. What's wrong with you? You touched in the head? Well, don't worry. You just need to push the  button in battle. Do that, and the  will walk you through the commands. It also shows you the name of your enemy, so even I use it once in a while. Make good use of it.",action,538
NPC,"He used to give us nothing but headaches when he was here, but now that he's gone...I kind of miss him. ......strange, isn't it?",action,538
NPC,"Ha! Ha!...... I wonder if my son's already left? When it's just my wife and I here, you have no idea how lonesome it gets.",narration,539
NPC,"You want them to be happy and do what they want while they're young, but being a parent, you can't help but worry... I guess I'm not cut out to be a parent yet.",dialogue,539
NPC,By the way...... Where are you from?,narration,539
NPC,"Hm......you said Nibelheim? Wasn't it in the news a while back? Something to do with a Reactor accident... That was the first major Mako accident, so I remember it really being a hot topic.",narration,539
NPC,"Ha, Ha!...... Well, there's nothin' wrong with that, I'd say. But if you still have a family, You outta at least write them. Even though you may turn your back on your hometown, It'll always be there for you. Least that's how I see it.",dialogue,539
NPC,"Well, you mind leaving the two of us alone? I want to enjoy some quiet time together with my wife.",narration,539
Clerk,"Ahh... Another slow day...... If this keeps up, this store's goin' under... Can't sell any really good medicine in a slum like this.",action,539
Clerk,Oh!! Look at this! This doesn't happen everyday. You a......customer? Yes!! Welcome!! We sell ! We buy!,narration,539
Guard 1,"You know, I got some tickets to ""Loveless"", do you want to go?",action,540
Guard 2,"What're you, retarded? Midgar's under martial law now!",dialogue,540
Guard 1,"You mean, you really are concerned for me?",narration,540
