plot_unit_id,character_list,dialogue_count,narrative_types,full_plot_text
483,"Yuffie, NPC, Cloud, Tifa, Cid,  Shinra soldier",8,narration,".......
That reminds me, Lately I've been seeing a kid around here that reminds me of Yuffie. Always sneakin' around corners And into somethin' she shouldn't be.
It's been really loud and busy outside. Someone outside must be up to something bad...
You can't get away, Yuffie.
Give it up, Yuffie!
You lost, Yuffie.
O...ok, I know... I was wrong...... You win. I'll give you back your materia...
So our reports were right! He IS here on vacation! We've finally found him! Get the Turks here for back-up!"
484,"Reno, Shinra soldier, Elena",8,"dialogue, action, narration","...what a drag.
Ww, what was that...?
Right now we're off duty and can't run off to save your butts.
We know you're off duty, but...
If you knew that, then don't bother us! Lookin' at you is makin' me sober.
But you all have orders from headquarters to look for him too!
All right, that's it! We'll get him without any help from the Turks, just you see! And don't think that headquarters isn't going to hear about this!!
Reno, do you think that was really such a good idea!? I mean is that the way a professional, a Turk would act!?"
485,"Reno, Elena, Rude,  Yuffie, Yuffie",8,"narration, action","Elena. Don't misunderstand. A pro isn't someone who sacrifices himself for his job. That's just a fool.
Rude...?
.........
Well, I don't buy that! Goodbye!!
.........
Relax. She's not a child. Let her have her way now...
I know, the materia, right? I have it stored in a safe place. ...Follow me.
...I've been hearing that ever since I was little. Before I was born, Wutai was a lot more crowded and more important..."
486,"Yuffie, Cloud, Tifa, Cid, Barret",8,"action, dialogue, narration","You saw what it looks like now, right? ...JUST a resort town... After we lost the war, we got peace, but with that, we lost something else. Now look at Wutai...
That's why... if I had lots of materia I could...
Listen, Yuffie. I don't care about the history of Wutai or your feelings. You've got our materia and I want it back ...now. If you give it back now, we'll drop the whole thing.
I'm sorry, Yuffie. I know how you feel, but we need materia too. ...We just can't let you have it. Please understand.
......Dammit, Yuffie. We ain't got time to be listening to your life story. If you want materia, get it yourself. That's how you should do it.
I know. I know that...
That...sniff...switch... the lever on the left...... materia's...sniff, hic...in there.
Ain't nuthin' we can do about it..."
487,"Tifa, Aeris, RedXIII, CaitSith, Vincent, Cid, Barret",8,"narration, dialogue","Now, the Materia...
I feel bad, but......
Were we a little too harsh on her?
Well, let's get our materia back.
There was nothing else to do.
Hmmph... I dunno......
Wh...what the hell is this!?
Eyaaaaah"
488,"Aeris, RedXIII, CaitSith, Cid, Yuffie",8,"narration, dialogue, action","Eyaaaaah
Wh, what are you doing!?
Wh, what is this!?
Whoa!?
Ha ha ha------! Never trust anyone that easily!!
Ha ha------! You should've listened!!
The Materia's mine! Tough!
You want your materia? Then go find it yourself! Yeah that's right. And when you're looking for the materia, remember you gotta steel it. Heh heh... steel...steel! Get it?"
489,"Yuffie, Barret, Tifa, Aeris, RedXIII, CaitSith, Vincent, Cid",8,"narration, action","C ya!!
Y, yo, wait up!!
W...wait don't leave us here!
Wait, don't leave us!
Help us first!
Hey help us...please!
Wait, don't go by yourself!
Hey! Help me first!"
490,"Rude, Reno, Yuffie, Cloud, Tifa, Cid, Corneo",8,"narration, action",".........
....... It's just that we're off duty! I don't feel like drinking with you. And don't talk to me
Let go! I SAID let GO! Hey! Who do you think I...... OW! What're you doin'...? Jerk!
You.......!
Oh! You're......!
Ww, who are you!?
.......ho...... ...............ho......... Hohi, hohi! Hohihi!
Corneo!?"
491,"Tifa, Cid, Corneo, Party leader, Elena, Shinra soldier",8,"narration, action","Don Corneo!?
The hell are you doing!
Hohi! I've finally got a new chicky! Two for one, in fact! Hohi, hohi!
Two!?
H......hey! Let go of me! You're gonna regret this!!
Hohi, hohi! Hohihi!
There he is! It's Corneo! Don't let him get away!
Attaaaack!"
492,"Rude, Reno, Cloud, Tifa",8,"narration, action",".......Elena.
Hmm... that Corneo is good at escaping...
.......Elena.
Let's go, Rude. We'll give them a taste of what the Turks can do.
......Sounded pretty good.
If Elena is in his hands, that's going to make things a little difficult. And uh...
......Ok. Corneo took Yuffie from us. And without Yuffie, there's no way we'll get our materia back.
......all right. Corneo stole Yuffie from us, as well. And without her, there's no way we'll get our materia back."
493,"Cid, Reno, Cloud, Tifa, NPC",8,"narration, action","......that's just beautiful! And now that *#$^@'s walked off with Yuffie, too! And without that brat, we can't get our hands on our materia!
Don't misunderstand. We have no intention of joining you. But for now, we'll agree not to bother each other. That's all.
That's fine. We have absolutely no intention of cooperating with the Turks either. Now, uh, just what direction did Corneo run off to?
The same goes for us. We don't want to be friendly with the Turks. Now which direction did Corneo run off in?
Of course! There ain't no way we'd wanna join up with the Turks anyway! Anyhow, which direction did that %^$*& run off in?
Hmm, nice attitude. Here's a clue, it's the place that stands out the most.
Two girls just went off towards Da-chao. I wonder if that place is starting to become popular with the kids? One had herself all tangled up in a rope. And the other one kind of looked like Yuffie.
Alright, alright, alright! I saw an old man in flashy clothes running towards Da-chao! He was babblin' somethin' and looked like he could float! It almost bowled me over!"
494,"Reno, Rude, Yuffie, Corneo",8,"action, narration","You're finally here. We're gonna split into two. You do whatever you want. But don't endanger Elena. Don't worry. We won't do anything to that girl, Yuffie. For now...
You all thought they might be here too, huh? We were way off. There's no way they could get that far.
......
Don't fool around. You know the enemy's not gonna wait for us, right?
LET...ME......GO!!!!
Hmm! Delicious...scrumptious! I think I've just found a new HOBBY!
Which shall it be? Hmm...Hmm...
Should I go...with HER?"
495,"Elena, Corneo, Yuffie, Cloud",8,"narration, action","He...hey, I'm one of the 'Turks'! Don't think you can get away with this!?
Or...maybe...HER?
Oh GAWD! If I knew this was gonna happen, I would've taken rope escape lessons more seriously!!
Hmm!!! I've made my choice! My companion for the night will be......
...the cheerful one!
GROSS-NESS! Don't mess with me old man! You don't even have any Materia!
Oooooh! And she's saucy, too! Wheee! Wheee!
All right, that's it!!"
496,"Corneo, Yuffie, Tifa, Cid",8,"action, narration","Hee-haw. What...what's goin' on!? Who's there?
Oh man! Cloud......!
Wheeel...long time no see.
Hold it right there!
Hee-haw. What...what's goin' on!? Who's there?
Oh man! Tifa......!
Wheeel...long time no see.
Hey, hey, hey! That's as far as you go!"
497,"Corneo, Yuffie, Cloud, Tifa, Aeris, Cid, Barret",8,"action, narration","Hee-haw. What...what's goin' on!? Who's there?
Oh man! That old fart, Cid......!
Hmm...Who are you guys!?
Don't tell me you forgot...
That fall into the trap really hurt!
You just don't get it, do you...!?
Maybe God'd forgive an ugly ^#@# like you, but I won't!
You damn Midgar hyena...!"
498,"RedXIII, Vincent, CaitSith, Corneo, Tifa, Cid, Cloud",8,"action, dialogue, narration","Hurry and let the two go!
I don't care what you're doing, so much as the idiotic way you're doing it...
Listen you stupid, slimy, sleazy old scab bag! If you want to get women, there's such a thing as the RIGHT way!
Be quiet! None of you know how much I've suffered since then... It's a long story, but......
We don't want to hear it! Just let the two go!
I don't really give a damn! You're gonna let the two girls go, or else I'm gonna break your arm!
I don't really care! Let Yuffie and Elena go!
Hmm...You guys are...serious. ......Good, good. ...this ain't no time for me to be fooling around either..."
499,"Corneo, Cloud, Tifa, Cid",8,"action, narration, dialogue","Why did you kill my little Aps? I'm gonna make you PLAY with my new pet, so you won't get in the way of my search for a bride!
RAPPS---come here!!
Wait... Just wait a second!
SHUT UP!
You better say your prayers!
Don't be such a poor loser, old man!
Just listen to me - it won't take long. Why do you think a bad guy like me would swallow his pride and plead for his life?
Hmm...! WRONG...!"
500,"Corneo, Elena, Yuffie, Cloud, Tifa, Cid",8,"narration, action","Hmm...! RIGHT!
Hmm...! Close, but no cigar...!
Eyaaaah...!
Makes me so MAD...!
If I push this button, they'll fall upside down, and we'll have a SQUASHED TOMATOES!
Damn...!
Coward!
So this is how a loser lives...!"
501,"Barret, Aeris, RedXIII, CaitSith, Vincent, Corneo, Reno",8,narration,"Damn dirty-playin' $#%@&T$*^%$ !
All right...
Grrrrrgh...!
You sure are vulgar!
......!
Now, give me your women too!
Ha, ha, ha, ha! I guess I'm the one laughing last!
No, that would be us."
502,"Corneo, Reno, Rude",8,"action, narration, dialogue","Hee-haw. What...what's goin' on!? Who's there?
...The Turks!
You knew this was gonna happen ever since you leaked that secret. We're going to take care of you... personally.
DAMMIT! Then they're all goin' with me!
Ugh...!
Good timing, Rude.
...Let's get to work.
All right, Corneo. This'll be over quick, so listen up. Why do you think we went to all the trouble of teaming up with those guys to get you...? 1. Because we were ready to die 2. Because we were sure of victory 3. Because we were clueless"
503,"Corneo, Reno, Rude, Elena",8,"narration, action","Two...Number two?
All wrong.
No...! Wait, sto......!
Aaaaaaaaaa......p
The correct answer was...
...because it's our job.
Oh, thank you very much...! I never expected you'd to come help......
Elena, don't act so weak. You're a Turks!"
504,"Elena, Tifa, Aeris, Barret, CaitSith, RedXIII, Cid, Vincent",8,"narration, action, dialogue","Y...Yes, sir!
Th...Thanks.
Thanks for your help.
Never thought you'd come an' help us...
You guys have some good in you.
I'll just say you...helped.
I guess, thanks for today.
It would appear thanks are in order..."
505,"Rude, Reno, Elena, Yuffie",8,narration,"......
Yes...this is Reno. Yes...Yes... I'll get on it right away.
Was that the company?
Yeah, they want us to find Cloud...
Are we on...?
No, today we're off duty.
Hey---who cares about that!? Get----me-----down----!
Phew, perfect. Now the materia is back in its rightful place."
506,"Cloud, Tifa, Cid, Yuffie",8,"narration, dialogue, action","Hey...the placement of it is all messed up.
Hey, what is this...? The placement of it's all messed up!
What the hell's goin' on!? The placement of the materia's all messed up!
Huh? Oh, it'll be all right... Don't be so picky!
Anyways, that sure was close...... No, normally I would kick their butts, Boom, Bang!! That Corneo guy's a real pain. I'd rather deal with my dad than deal with that guy.
Oh, by the way, some of those guys from the Turks are good, huh? At least, after all that, we got the materia back. Now come on everybody, let's continue our journey...
......Hey!! W......Wait!
Oh, all right. Here, I'll give this to you guys."
507,"Yuffie, On-screen, Gorky",8,"narration, system, action","Here, look, look!
Received ""MP Absorb"" Materia!
.........
...No, forget it. Besides, they have lots of materia anyway.
Come on, wait---! No matter what anyone says, I'm going with you!
...next time......
Freeze!
You aren't from Wutai, are you?"
508,"Gorky, Shake",8,"dialogue, narration, action","Only those from Wutai are allowed in the tower! I'll have to ask for you to leave!
Hey! I hate people who lie about their identities! Leave this tower at once!
Miss Yuffie! You cannot go on to the second floor unless you defeat me!
...
Oh, Miss Yuffie! Will you be climbing the pagoda today?
Then I, Sacred Gorky, will be your opponent on the first floor!
Yo! They call me Shake! I'll be watchin' your fight with Gorky!
Then, begin!"
509,"Gorky, Yuffie, Shake",8,"narration, action","Power Change!
Here I am, Miss Yuffie!
Of course!
Hmm, I thought you were just a wild girl, but you handled that pretty well! Well, we'll see how you do on next one...
It's just my opinion, but you need more training! Gorky is disappointed!
No good! You have to do Gorky! Are you mocking this Pagoda?
Shut up! Shut up! SHADDUP!
Winning Miss Yuffie's heart must mean you have tremendous skill."
510,"Gorky, Shake, Yuffie",8,"narration, action, dialogue","Here I am, Miss Yuffie!
Hey, you there! Don't ignore me!
You aren't good enough to be here! This is the Wutai Temple of Martial Arts!
Who's next?
Are you blind? I'm right here!
What? I gotta fight a punk?
Heh! Punk. I'm more of an adult than some bimbo girl!
Wh, what did you say!?"
511,"Shake, Yuffie, Chekhov",8,"dialogue, narration, action","See what I mean? That kind of anger's what makes you so immature! Don't pat yourself on the back until you beat me!
Now watch...!
bout the only thing you do really good is breathe! Sure you're brave enough to fight?
Hm, so someone finally got past Gorky. So, I guess it's time for Chekhov to stand in...
Here I go, brat! Speed Change!
URRGRAAAAGH! So you CAN fight a bit!
Of course!
Ho, ho, ho... It's been a while since I felt pain..."
512,"Shake, Chekhov, Yuffie",8,"narration, action","HYAAAAAAH! BRATBRATBRATBRAT!!
You can't go to the next floor unless you beat Shake.
Shut up! Shut up! SHADDUP!
So when it comes down to it, you're just all talk. Brat!
Compared to me, all of you are nothin' but a buncha babies.
URRGRAAAAGH! So you CAN fight a bit!
How dare they mock us like that, thinking they could sneak past us.
That being the case, we have nothing further to discuss."
513,"Staniv, Chekhov, Yuffie",8,"narration, action","So even Shake's been defeated. It's been a while since you had to fight, Chekhov.
Unfortunately, this is as far as it goes. Staniv, you watch over there.
That ain't going to happen! I'll teach you about the strength of youth!
Keep mouthing off like that, little girl, and you're going to get burned.
Ho, ho, ho. We'll see if you still talk like that after you taste some of my Sacred Magic...
Magic Change!
I can't believe you beat me...
Of course!"
514,"Staniv, Chekhov, Yuffie",8,"narration, dialogue","This should be interesting...! It's been a long time since I've had a chance to use my powers to their fullest...
Ho, ho, ho! What does a immature young child know...?
So this IS the average person's limit...
Shut up! Shut up! SHADDUP!
Ho, ho, ho. What do you expect from a child barely out of diapers!?
First, Chekhov will keep you company...
Managing that girl must be exceedingly rough on you.
I can't believe you beat me..."
515,"Staniv, Yuffie",8,"narration, action, dialogue","HAAAAH!
If it were not for Miss Yuffie, I wouldn't be facing him...
Huh? Who's the one I'm supposed to beat?
The rule is the best fighter on each floor will be your opponent... Although it's a five-storied pagoda, the fourth floor is the highest... In other words, no one has ever defeated me--Master of Weaponry! You still want to try...?
I like you! Now watch...
Weapon Change!
Wh, what...!?
Of course!"
516,"Gorky, Shake, Chekhov, Staniv, Yuffie",8,"narration, action","Splendid! Your level and skills have improved...
Oh, ho! You might not be as much of a child as we thought you were!
Of course. If WE lost to her...
You have defeated four of our best, but now you will have to face HIM......!
How unfortunate! It was over before I could even put all of my strength into it...
Shut up! Shut up! SHADDUP!
You don't seem like the kind of person who can make it to the fourth floor without a problem...
I would like to fight you, however the Five Sacred Gods can only compete with those from Wutai..."
517,"Staniv, Gorky, Shake, Chekhov, Godo, Yuffie",8,"dialogue, narration","Wh, what...!?
......
Sh......!
...
......
...Hm. You can do it......
D,...Dad!?
I'm glad you made it this far, Yuffie!"
518,"Yuffie, Godo",8,"dialogue, narration","Why, why are you......
I'll answer you by having you try your skills against me! Hold nothing back. Come as if you're trying to kill me! If you don't...then I'll have to kill you!
H...hey!
What are you doing! OMNI-Change!.......!!
I'll show you this time, you old Fart-meister!
Hmm? A slight improvement.
Come at me with all you have! OMNI-Change!......!!
Dammit......"
519,"Godo, Yuffie",8,"dialogue, narration","Ohhh! And what was that!? Come back when you get more training!
...heave......heave...
...huff......puff......
O...old coot... n......ot...bad...
You've......also......improved...
Hah...Ha, ha......
...Heh, heh......
Ha ha haaaaaa......!"
520,"Godo, On-screen, Staniv, Yuffie, Gorky",8,"narration, system, action, dialogue","Waha haaaaa......!
It's time I gave this to you, Yuffie... This is Leviathan Materia. Take it.
Received ""Leviathan"" Materia!
...I thought I'd give it to you, but you have no place to hold it. Then, come back for it later. And don't forget!
But, Lord Godo. The Leviathan Materia should only be given to the person who conquers and takes over this Pagoda. That is our custom...
CUSTOM, CUSTOM, CUSTOM... I'm so sick of hearing that! It's so stupid!
Silence, Miss Yuffie!
Then what 'bout all the rest of you? You have all that power... Are you satisfied being cooped up in this tower?"
521,"Godo, Yuffie, Chekhov, Shake",8,"narration, dialogue","Yuffie...!
You too, dad...! Just because you lost the war! And turning Wutai into a place like this!
...What do you want to say?
You turned Wutai into a cheesy resort town peddling to tourists... How dare you!? Da-chao Statue and Leviathan are ashamed!!
...
She IS a kid.
Wh, what did you say...!?
Yuffie!!"
522,"Godo, Gorky, Chekhov, Yuffie",8,"narration, action","Forgive me... It's all my fault...
What are you saying, Lord Godo!
Losing the war...turning Wutai into this. It was all my fault...
Lord Godo!
Silence!!
Yuffie...... I am the same now as I was before when I wanted the war. But, after I lost the war, I began to think... Is strength, only for defeating the enemy? ...or just something to show-off to others...? Might begets might. That's the same way as the Shinra...
......
I knew you were looking for Materia for the good of Wutai. But, the reason I hide my strength now, is also for the good of Wutai... And now, I realize both are necessary... Strength without determination means nothing. And determination without strength is equally useless...!"
523,"Staniv, Godo, Cid, CaitSith, RedXIII, Aeris, Tifa, Vincent",8,"action, narration, dialogue","Lord Godo...
You there, please take Yuffie with you! I perceive that you all have both determination and strength!
Well, just tell yourself you're on a big ship, and leave the rest to ol' Cid!
If you put it that way, we can't refuse...
As long as she doesn't get in our way...!
All right. We'll take your daughter with us.
...after that, how can we refuse?
Hmm... You may come if you want to ..."
524,"Barret, Cloud, Godo, Yuffie",8,"narration, action","Jes' don't do nothin' funny to our Materia...!
All right, I don't mind.
Go, Yuffie! For the sake of strengthening Wutai!
Dad...
I'll take care of the Five Sacred Gods until you return! Go! And come back alive!
......
Of course!
Yuffie, wait a minute. The Materia they all have... After their battle is over, you think they'll still want it?"
525,"Yuffie, Godo, Clerk, NPC",8,"narration, action","Dad...!
Go! Survive till the end! And return! With the Materia!
Heh, heh...you bet!
He, HEY! Waitaminit you!! You can't just walk outta here without buyin' somethin'... Might be unhealthy fer ya, if ya know what I mean.
You dried up old geez. You tired? Why don't you rest up on the third floor of my house? There's just one condition. You gotta give me some cash.
Damn, man!! Just forget about it!
Oh man, oh man...... Go ahead 'n' help yourself to the room.
Geez, dude, you're really old. You sure you ain't poorer than me?"
526,"NPC,  NPC, Cloud, Conductor",8,"narration, dialogue, action","Cheap %#*^...
Use whatever bed you want. Sleep tight, old guy.
This is a slum, so don't think you can stay for free. What are you going to do? Doesn't just seeing the bed make you sleepy?
Sweet dreams, pops.
Rough times, huh pop? Not a dime on you?
Tough guy, huh!? You'd better sleep when you can. You'd better save when you can. That's the trick to being tough. Remember that, old dude.
hoo...
When you've been a train man as long as I have, you see a lot of people and a lot of lives. People meeting, parting, joy, sadness... After a while, it doesn't even get to you anymore."
527,"Conductor, NPC, Barret, Guard 1, Guard 2",8,"narration, dialogue, action","I wonder how long it's been... There's an invisible rail between me and the passengers. I could never live their lives. I'm just a train man plain and simple. It's easier that way.
That's not to say that the crossing gate of my heart doesn't hurt now and again. Back during the war, I remember there was a lot of painful scenes then. But, that's a story for another day...
First train leaves Midgar at 0504am.
Hey now!! Oops!! What on earth are you doing? Just butt out......geez! Huh? You come to see it, too? There was a bombing on top. If this pillar should come down, everyone in the slums is dust... Well, there's no point in worryin' about that. Hey!! Look! It's huge, ain't it? Hey... This is a strange and wonderful place. This is my place, but you can come here when you want. Bye, bro!
Yo, Cloud! Over here, now!
Ah...eh...uhm............ Excuse me. You cannot pass without the proper clearance. Did I do good this time?
You gotta be tougher!
But, uh, I......"
528,"Guard 2, Guard 1, NPC, Cloud",8,"action, narration, dialogue","What the hell do you want? You know who I am? You can't pass. I got the miserable job of keepin' scum like you from trying to sneak in here.
W, wow! You're great!!
Damn right!! Don't waste time talkin's, what I always say!
But, uh, I......
Hey!! What the, YOU? Anyone talking to me must be a novice.
So what. Everyone's a beginner sometime.
Don't act so big, amateur. Seein' as how I'm such a warm hearted guy, I'll show ya the ropes. You come back here tomorrow. I got some things I gots ta do.
The name's Cloud. Used to be with SOLDIER, I got no business with you."
529,"NPC, NPCs",8,"narration, action","Hmmph!! Well, I never heard of ya!
Unn...... !! Who the hell are you!? No unauthorized access. Since today's special, I'm gonna let you in on a juicy bit of news. But you gotta keep it to yourself. Do you know about what's been going on......?
I guess you must be sick of hearing it... But it's been so long since there was any real news here. You're worried where it's all heading, right?
Everything's in a buzz 'bout that terrorist group AVALANCHE blowin' up the Sector 1 Mako Reactor. On the surface they say they're an anti-Shinra group, but in reality... They say they're just out to kill as many people as they can. Gyaaaa, Haaa haaa!! That's a good one, ain't it!? While they're bustin' things up on top, the only ones makin' out good are us weapon stores! Now, if we can just get rid of this back stock, we'll be doin' ok.
You know what I do? I'll bet you don't. You come here tomorrow and I'll tell you. Ahh, there just ain't no good jobs here in the slums. I wanna go to the upper world.
I'm not letting you go tonight. Wow!
Isn't there somewhere we could go to be alone? Wow! There's only the train graveyard around here. And they say there's ghosts around too! .......damn. What?
I'm not opening up. Go away!!"
530,"Clerk, Cloud, Sign, Johnny, NPC",8,"narration, dialogue","We're closed today. Come back tomorrow.
What crappy handwriting. And look at all this graffiti!
Don't be taken in by the Shinra. Mako energy will not last forever. Mako is the life of the Planet and that life is finite. The end is coming. Saviors of the Planet AVALANCHE
Woo......ah geez, I'm blitzed. I jes love them homemade cocktails. But they sure do creep up on ya.
Oh Jesus!! What the hell's wrong tonight!! I thought that long blackout was strange. They say a Mako Reactor was destroyed above. I was jes sittin' here drinkin', watchin' the news by myself. 'n' all of a sudden I get kicked outta the &*%$ store. What's up with that!?
I wasn't even done with my drink. I didn't even pay my bill...
Explosions! Explosions! Oh Man! AVALANCHE is so cool!
Did you hear?"
531,"NPC, Johnny",8,"dialogue, action, narration","There's a news update. They say that there was a terrorist explosion up above, and that this time it was a Mako Reactor!! You know what this means?
Ya see, I keep on top of these things, an' if ya ask me...... If you knock out Midgar's power, then all of its computers and signals are going to be knocked out too. Financially there must've been about a billion gil worth of damage. An' that ain't all!! A lotta innocent people got killed too! If the explosion had been in the middle of the night, that woulda been one thing. At least the people coulda gone in their sleep.
Oh, well excuse ME!
Oh, well excuse ME!
This Mako explosion has really sent Midgar into a fit.
Hey, come over here. But people will... Who cares? But... There's a weirdo over there. Huh? Say, you're pretty gutsy. Why don't you go snoop somewhere else, Romeo?
Hey!! Open up! C'mon baby!! It's me! Johnny! Mom!!
There's a TV in there, but my cheap aunt won't let me in the house. Look for yourself."
532,NPC,8,"narration, action, dialogue","Now that you mention it, there used to be an outside TV monitor here in the slums. But that Barret, busted it up. Shot it up with that weird machine gun hand of his. Blam, blam, blam. I think it was when President Shinra was on. He was on again this morning, too, you know. Tifa better watch out for her TV.
All's quiet!! Shh, I'm spying now! OH!! There's something!! DANGER!! ALERT!!
Did you hear?
About that little girl named Tifa and that bar called '7th Heaven'. I'm not only informed, I'm kinda nosey too. Anyhow, I got the scoop. You wanna hear?
That Barret and three of his henchmen are like this sometimes. Suddenly, they threw out a customer and start talking trash to him. It's strange, if you ask me. And that place always smells like gun powder. It's dangerous, I tell you. They must be doing terrible things in there.
Oh really? Well, aren't you a cool one!
Oh really? Well, aren't you a cool one!
Heh heh...He'll forget about it. OH, you!! Get my friend on the second floor to teach ya."
533,"On-screen, Cloud, NPC",8,"system, dialogue, narration","How to use the buttons.
Huh? Finger!? What the hell?
I'm the position cursor!! Call me whenever you're walking around confused! Push the  button and I'll appear over your shiny little head.
Geez, you stand out even more than I do...
Am I in the way? If so, just push the  button one more time. I'm pretty busy myself, and can't always come when you need me. If I don't show up sometimes, don't get mad. Later!  Push the  button when you're lost in the field. Usually, the  will appear on the screen. But wait!!  mark the exits and  mark ladders. These will help you safely make it through even the darkest streets or dangerous mountains! But, there are times when it won't appear, so be careful.
This is the Beginner's Hall. You say you're a beginner? But your eyes say you're not.
Don't mess with me. I used to be in SOLDIER. I'll tell you how much I know... an' for free too!
What do you want to know?"
534,"Cloud, NPC",8,"action, narration, dialogue","Now I'll tell you about saving. You know what'll happen if you don't save? That's right. Everything you worked so hard to do will be lost! You never know when there might be a power outage. And you've got a long battle ahead of you. It pays to save often and take breaks when you need them. Anyway you'll need a Memory card to save your games. But, uh, none of the stores around here sell any. You'll have to get some at a  store. I guess you already have a Memory card. Put the Card firmly into the slot. Put it in either the right or left side. Then when you're ready, access the menu. Select . Remember you can't just save wherever you want. You can only save at places marked . When you find one, a message will appear. Whenever you reach a , you'll want to save your game. Slot 1 is on the left, slot 2 on the right. Choose either one. Next, choose your file and save it. Each Memory card can hold up to 15 files. If you have files from other games on it, there will be less room to save. The screen only shows 3 files at a time so, press the directional buttons to scroll down the list, and you can see the rest. Remember, the more files you have, the longer it will take to load. One last thing. The Memory card is a delicate device. Be careful when handling it. Never remove it while saving or loading. Don't get mad even if you lose. If that happens, just chill out, and let your head, and your console, cool down. That's all. Remember to save often so you don't lose your games.
First, you need Potions.
You're a stingy one. Here, I'll give you ONE Potion.
I don't have any extra Potions on me. Why don't you go buy some?
You probably already know this but... HP is your life force. If HP is lost in battle, you're out of commission. MP is the source of your magic power. If your MP's lost, you'll be unable to cast spells. So, what should we do to cure a damaged ally? There are three ways. First, you can rest at an inn at a nearby town. Second, you can use items to help them recover. Third, you can use curative magic. I'll explain about Magic later, but here we'll talk about items. Select  from the menu. Potion restores HP. If you can't find where Potion is, access the menu and select  to change the order of items. You can arrange them however you like. Order items you'll use in the field. Order items you'll use in battle. Prioritize items you can throw in battle. Order weapons and armor separately. Order by name Order by most items held Order by least items held By the way, 's are just that, items that unlock problems just like a key. They're very important items to have. Keep that in mind. Ok, now select , Then select . Select the person you want to use it on. If they're already maxed out, you won't be able to use it on them. We can restore MP with . You use this the same way you did for . Just pick a member and use it! The number appearing next to the item name tells you how many are available. Of course, the more you use, the less you'll have. Some enemies will drop Potions or Ethers, but you'll want to stock up whenever you're at a store. One last thing, if someone in your party gets wiped out, either rest at an inn or use . That's all!
Now I'll tell you how to use curative magic. First, access the menu and select . Next, select who'll cast the spell. Pick an ally equipped with  Materia. You can select another party member by using the L1 and R1 buttons. The function also work in other sub menus. Better remember that. This is magic you can use, monsters you can summon, and enemy techniques you've learned. Whenever  is selected... the available magic appears on the screen... So, if you wanted to use ... you would select it from the menu... then select who you want to use it on. I think Potion is pretty expensive, so... when you're near an inn and you can restore MP, it's better to use curative magic rather than Potion. That's all.
Equipping weapons & armor is basic to battle. Let me show you how it's done. Just finding or buying new weapons or armor, isn't enough. You have to access the menu and select . Then, select who you want to equip. You can change weapons, armor and accessories. Accessories have special effects. Just select what you want to change. On the right side of the screen, here's a list of what can be equipped. You can see the item's effect here. Change your weapon with the OK button. Make sure it'll increase attack/defense levels. Pay special attention to Materia slots. The slots that are linked are effective. Also check the growth rates of Materia. Now when you want to remove an accessory... press the triangle button here. You should never remove weapons or armor. Because you never know when you'll be attacked. After you're finished equipping, you should re-equip your Materia. That's it!
Materia can unleash hidden power in humans. So let's see how Materia is used. First, access the menu. Then select . Select who you want to use it. Pay close attention to my weapon here. Each weapon and armor has slots in them. Choose which slot you want to put Materia in. Now select the Materia you want to use. This is curative Materia. If you want to know what its effect is, line the cursor up with , and push the OK button. It's just like selecting battle commands. Just line the cursor up to , you can see that the available magic has increased. Now you can use new magic . And that's all there is to equipping Materia. See? It wasn't that tough! When you want to remove Materia, it's as easy as pointing to the materia slot, and pushing the triangle button. There's only one thing you have to watch out for. When you equip Materia, your condition changes. Parts of you will become stronger... while others get weaker. Normally, when you equip  Materia, your magic power will get stronger. But your physical strength weakens. So, Materia's kind of a double-edged sword. The left side of the screen, shows the effect of the Materia. Try out everything. And that's all. I'll tell you about some of the finer points next."
