sample_id,plot_text,is_consistent
747,"Did you guys do this!?
N...no, it wasn't us!
I must've been wrong...
Hurry and run, it's gonna get ugly.
He......hey!
Hold them!!
That's as far as you go.
Wait, listen to...",1
748,"Did you guys do this!?
N...no, it wasn't us!
I must've been wrong...
Hurry and run, it's gonna get ugly.
He......hey!
Hold them!!
That's as far as you go.
Wait, listen to...
---
Cloud...
One more to go.
Yes
Hey! Pay attention!!
There's no need to listen. Pay for your crime down below!!
Do it!
Yes
Cloud, you all right?",0
749,"Cloud...
One more to go.
Yes
Hey! Pay attention!!
There's no need to listen. Pay for your crime down below!!
Do it!
Yes
Cloud, you all right?",1
750,"Cloud...
One more to go.
Yes
Hey! Pay attention!!
There's no need to listen. Pay for your crime down below!!
Do it!
Yes
Cloud, you all right?
---
You all right?
Are you all right?
Hey, you okay?
Where are we?
A desert prison... Corel Prison...
A desert prison?
Yup, a natural prison in the middle of the desert... surrounded entirely by quicksand. I heard that once you get in, you never get out... But, there was one special exception...
Barret!?",0
751,"You all right?
Are you all right?
Hey, you okay?
Where are we?
A desert prison... Corel Prison...
A desert prison?
Yup, a natural prison in the middle of the desert... surrounded entirely by quicksand. I heard that once you get in, you never get out... But, there was one special exception...
Barret!?",1
752,"You all right?
Are you all right?
Hey, you okay?
Where are we?
A desert prison... Corel Prison...
A desert prison?
Yup, a natural prison in the middle of the desert... surrounded entirely by quicksand. I heard that once you get in, you never get out... But, there was one special exception...
Barret!?
---
Hey!! Barret!!
Mmm!? Isn't that Barret?
Hey? Isn't that guy, Barret?
Barret... Did he really......
Stay back! This's something I gotta deal with. Jes' leave me alone...
Whew! That's one of your friends? He sure looks dangerous...
...Barret......
Cloud, what should we do? Barret's not his normal self.",0
753,"Hey!! Barret!!
Mmm!? Isn't that Barret?
Hey? Isn't that guy, Barret?
Barret... Did he really......
Stay back! This's something I gotta deal with. Jes' leave me alone...
Whew! That's one of your friends? He sure looks dangerous...
...Barret......
Cloud, what should we do? Barret's not his normal self.",1
754,"Hey!! Barret!!
Mmm!? Isn't that Barret?
Hey? Isn't that guy, Barret?
Barret... Did he really......
Stay back! This's something I gotta deal with. Jes' leave me alone...
Whew! That's one of your friends? He sure looks dangerous...
...Barret......
Cloud, what should we do? Barret's not his normal self.
---
Barret...
Hey, Cloud! Just leave him alone. I mean, he told us to, didn't he? Then that's that, right?
We should find Barret before we go out into the desert.
Wo-ho! Welcome to Corel Prison.
Hold---it. If you wanna pass, Then you're gonna need the boss's permission.
This one's been shot too...
Ha ha ha
I'll tell you one thing, rookie. This desert is extremely dangerous. It'll welcome you in, but when you try to leave, it'll swallow ya. I hear tell, some of them never make it out... the best thing is to stay out of the desert entirely.",0
755,"Barret...
Hey, Cloud! Just leave him alone. I mean, he told us to, didn't he? Then that's that, right?
We should find Barret before we go out into the desert.
Wo-ho! Welcome to Corel Prison.
Hold---it. If you wanna pass, Then you're gonna need the boss's permission.
This one's been shot too...
Ha ha ha
I'll tell you one thing, rookie. This desert is extremely dangerous. It'll welcome you in, but when you try to leave, it'll swallow ya. I hear tell, some of them never make it out... the best thing is to stay out of the desert entirely.",1
756,"Barret...
Hey, Cloud! Just leave him alone. I mean, he told us to, didn't he? Then that's that, right?
We should find Barret before we go out into the desert.
Wo-ho! Welcome to Corel Prison.
Hold---it. If you wanna pass, Then you're gonna need the boss's permission.
This one's been shot too...
Ha ha ha
I'll tell you one thing, rookie. This desert is extremely dangerous. It'll welcome you in, but when you try to leave, it'll swallow ya. I hear tell, some of them never make it out... the best thing is to stay out of the desert entirely.
---
Want to enter the Chocobo Race?
You thinkin' of livin' here forever? Then live a long life!
Then go get permission with the boss of this place.
Who's the boss?
You don't even know that? Oh man.
This elevator will take you to the top... But, you gotta be picked as a Chocobo Racer, first.
Those guys only tell lies. Only lies. Not a one of 'em will tell you the truth. Just talk with 'em a couple of times, and you'll get sick of them.
This place is heaven.",0
757,"Want to enter the Chocobo Race?
You thinkin' of livin' here forever? Then live a long life!
Then go get permission with the boss of this place.
Who's the boss?
You don't even know that? Oh man.
This elevator will take you to the top... But, you gotta be picked as a Chocobo Racer, first.
Those guys only tell lies. Only lies. Not a one of 'em will tell you the truth. Just talk with 'em a couple of times, and you'll get sick of them.
This place is heaven.",1
758,"Want to enter the Chocobo Race?
You thinkin' of livin' here forever? Then live a long life!
Then go get permission with the boss of this place.
Who's the boss?
You don't even know that? Oh man.
This elevator will take you to the top... But, you gotta be picked as a Chocobo Racer, first.
Those guys only tell lies. Only lies. Not a one of 'em will tell you the truth. Just talk with 'em a couple of times, and you'll get sick of them.
This place is heaven.
---
This place is heaven.
This place is heaven.
Man with a gun on his arm?
Never heard of him.
Never heard of him.
Never heard of him.
You wanna see the Boss?
Go Southwest and you'll meet him.",0
759,"This place is heaven.
This place is heaven.
Man with a gun on his arm?
Never heard of him.
Never heard of him.
Never heard of him.
You wanna see the Boss?
Go Southwest and you'll meet him.",1
760,"This place is heaven.
This place is heaven.
Man with a gun on his arm?
Never heard of him.
Never heard of him.
Never heard of him.
You wanna see the Boss?
Go Southwest and you'll meet him.
---
You'll meet him.
You'll meet him.
Once out in the desert, stay still and don't walk.
Don't walk
Don't walk
There's no way you'll ever see a mysterious Chocobo carriage. No way.
No way.
No way.",0
761,"You'll meet him.
You'll meet him.
Once out in the desert, stay still and don't walk.
Don't walk
Don't walk
There's no way you'll ever see a mysterious Chocobo carriage. No way.
No way.
No way.",1
762,"You'll meet him.
You'll meet him.
Once out in the desert, stay still and don't walk.
Don't walk
Don't walk
There's no way you'll ever see a mysterious Chocobo carriage. No way.
No way.
No way.
---
You new? Then go and pay your respects to Mr. Coates.
More respects again? You sure are formal, go ahead...
Never seen your face 'round here before. Goin' up?
Heh heh! You sure got guts!
You don't seem to understand how things work down here. This is the Gold Saucer's garbage dump. And that makes alluv ya scrubs. The only way to get back up there is to win the Chocobo Race. But, it's not as easy as you rookies think. Of course, if you got the boss's permission it'd be a different story but, YOU'll never get that! Ha ha ha ha.
Looks like we could get some sleep here.
A rookie? Then you gotta buy something. Yup, that's the rule here.
Didn't I tell you not to come here!?",0
763,"You new? Then go and pay your respects to Mr. Coates.
More respects again? You sure are formal, go ahead...
Never seen your face 'round here before. Goin' up?
Heh heh! You sure got guts!
You don't seem to understand how things work down here. This is the Gold Saucer's garbage dump. And that makes alluv ya scrubs. The only way to get back up there is to win the Chocobo Race. But, it's not as easy as you rookies think. Of course, if you got the boss's permission it'd be a different story but, YOU'll never get that! Ha ha ha ha.
Looks like we could get some sleep here.
A rookie? Then you gotta buy something. Yup, that's the rule here.
Didn't I tell you not to come here!?",1
764,"You new? Then go and pay your respects to Mr. Coates.
More respects again? You sure are formal, go ahead...
Never seen your face 'round here before. Goin' up?
Heh heh! You sure got guts!
You don't seem to understand how things work down here. This is the Gold Saucer's garbage dump. And that makes alluv ya scrubs. The only way to get back up there is to win the Chocobo Race. But, it's not as easy as you rookies think. Of course, if you got the boss's permission it'd be a different story but, YOU'll never get that! Ha ha ha ha.
Looks like we could get some sleep here.
A rookie? Then you gotta buy something. Yup, that's the rule here.
Didn't I tell you not to come here!?
---
Ju......just hold on for a second! We just want to talk! You'll understand if you just hear us out!
Didn't want none of ya to get involved...
Hey that's Cloud's line! '...It's too dangerous, I can't let you get involved...' blah, blah, blah...
Yeah. We're already involved in this.
We saw you and hurried here. Barret, just tell us what's going on.
We saw you and hurried here. So come on Barret, just tell us what's going on.
You guys...
I heard that the murders at the Battle Arena were done by a man with a gun-arm. ...Was that you?",0
765,"Ju......just hold on for a second! We just want to talk! You'll understand if you just hear us out!
Didn't want none of ya to get involved...
Hey that's Cloud's line! '...It's too dangerous, I can't let you get involved...' blah, blah, blah...
Yeah. We're already involved in this.
We saw you and hurried here. Barret, just tell us what's going on.
We saw you and hurried here. So come on Barret, just tell us what's going on.
You guys...
I heard that the murders at the Battle Arena were done by a man with a gun-arm. ...Was that you?",1
766,"Ju......just hold on for a second! We just want to talk! You'll understand if you just hear us out!
Didn't want none of ya to get involved...
Hey that's Cloud's line! '...It's too dangerous, I can't let you get involved...' blah, blah, blah...
Yeah. We're already involved in this.
We saw you and hurried here. Barret, just tell us what's going on.
We saw you and hurried here. So come on Barret, just tell us what's going on.
You guys...
I heard that the murders at the Battle Arena were done by a man with a gun-arm. ...Was that you?
---
There's another... another man that got a gun grafted inta one of his arms. It was four years ago...
I remember... I was on my way home from visiting a Mako Reactor being built.
Barret! Dyne! Come quick! The village's being attacked! It's Shinra soldiers!
What!!!?
What the hell happened?......
Hey, Barret! It's not over yet! Everyone's waiting! Let's go back to the village!
Barret! Dyne! Protect the village...!
Hmp!! Old man!!",0
767,"There's another... another man that got a gun grafted inta one of his arms. It was four years ago...
I remember... I was on my way home from visiting a Mako Reactor being built.
Barret! Dyne! Come quick! The village's being attacked! It's Shinra soldiers!
What!!!?
What the hell happened?......
Hey, Barret! It's not over yet! Everyone's waiting! Let's go back to the village!
Barret! Dyne! Protect the village...!
Hmp!! Old man!!",1
768,"There's another... another man that got a gun grafted inta one of his arms. It was four years ago...
I remember... I was on my way home from visiting a Mako Reactor being built.
Barret! Dyne! Come quick! The village's being attacked! It's Shinra soldiers!
What!!!?
What the hell happened?......
Hey, Barret! It's not over yet! Everyone's waiting! Let's go back to the village!
Barret! Dyne! Protect the village...!
Hmp!! Old man!!
---
C'mon, Barret! We gotta hurry!
Krggh!!
Barret!! You stay here!!
Kyaa haa, ha!! You can shoot all day and never hit them with aim like that.
Shu' up!!
Haa, ha, ha!! Stop playing around and cover me!!
Watch out!!
Dyne!! Hang on!! Lissen to me!! You're comin' back to the village, hear!!?",0
769,"C'mon, Barret! We gotta hurry!
Krggh!!
Barret!! You stay here!!
Kyaa haa, ha!! You can shoot all day and never hit them with aim like that.
Shu' up!!
Haa, ha, ha!! Stop playing around and cover me!!
Watch out!!
Dyne!! Hang on!! Lissen to me!! You're comin' back to the village, hear!!?",1
770,"C'mon, Barret! We gotta hurry!
Krggh!!
Barret!! You stay here!!
Kyaa haa, ha!! You can shoot all day and never hit them with aim like that.
Shu' up!!
Haa, ha, ha!! Stop playing around and cover me!!
Watch out!!
Dyne!! Hang on!! Lissen to me!! You're comin' back to the village, hear!!?
---
Yeah... I ain't lettin' go... You're comin' back... Everyone's waitin' for ya... Eleanor... and Marlene... They all waitin' on us...
From then on, I couldn't use my right arm no more. ...I was depressed for a while. But then I threw away my artificial arm and got this gun grafted in. Got a new right arm to get revenge on the Shinra, who took everything away...
Back then, I heard the doc say there was another man who got the same operation as me. But, his was the left arm.
......
But...Dyne's injury was the same as yours, right?
Yeah, that's right. He was deceived by the Shinra too. He'll probably join us to fight against the Shinra.
...wouldn't bet on it. I gotta 'pologize to Dyne before I can rest in peace. An' that's why, I gotta go alone.
Do whatever you want... Is that what you want to hear? Well, I can't let you do it. Because, if you die on me, I'm gonna have nightmares.",0
771,"Yeah... I ain't lettin' go... You're comin' back... Everyone's waitin' for ya... Eleanor... and Marlene... They all waitin' on us...
From then on, I couldn't use my right arm no more. ...I was depressed for a while. But then I threw away my artificial arm and got this gun grafted in. Got a new right arm to get revenge on the Shinra, who took everything away...
Back then, I heard the doc say there was another man who got the same operation as me. But, his was the left arm.
......
But...Dyne's injury was the same as yours, right?
Yeah, that's right. He was deceived by the Shinra too. He'll probably join us to fight against the Shinra.
...wouldn't bet on it. I gotta 'pologize to Dyne before I can rest in peace. An' that's why, I gotta go alone.
Do whatever you want... Is that what you want to hear? Well, I can't let you do it. Because, if you die on me, I'm gonna have nightmares.",1
772,"Yeah... I ain't lettin' go... You're comin' back... Everyone's waitin' for ya... Eleanor... and Marlene... They all waitin' on us...
From then on, I couldn't use my right arm no more. ...I was depressed for a while. But then I threw away my artificial arm and got this gun grafted in. Got a new right arm to get revenge on the Shinra, who took everything away...
Back then, I heard the doc say there was another man who got the same operation as me. But, his was the left arm.
......
But...Dyne's injury was the same as yours, right?
Yeah, that's right. He was deceived by the Shinra too. He'll probably join us to fight against the Shinra.
...wouldn't bet on it. I gotta 'pologize to Dyne before I can rest in peace. An' that's why, I gotta go alone.
Do whatever you want... Is that what you want to hear? Well, I can't let you do it. Because, if you die on me, I'm gonna have nightmares.
---
Barret, this isn't the end.
Weren't you going to save the Planet?
Shit! Tifa, you oughtta know by now.
...That's all right. I'm not so different from you.
That's easier to understand. It's you, Barret.
So there it is, Barret. So I guess it'll be Barret, me, and......
Be careful.
I wonder if Dyne will join us?",0
773,"Barret, this isn't the end.
Weren't you going to save the Planet?
Shit! Tifa, you oughtta know by now.
...That's all right. I'm not so different from you.
That's easier to understand. It's you, Barret.
So there it is, Barret. So I guess it'll be Barret, me, and......
Be careful.
I wonder if Dyne will join us?",1
774,"Barret, this isn't the end.
Weren't you going to save the Planet?
Shit! Tifa, you oughtta know by now.
...That's all right. I'm not so different from you.
That's easier to understand. It's you, Barret.
So there it is, Barret. So I guess it'll be Barret, me, and......
Be careful.
I wonder if Dyne will join us?
---
Hmm? Shall I go with you?
You sure are all acting pretty heroic, considerin' we're not makin' any money on this...
Fortune's good. Everything is perfect!
Man, the Boss was REALLY in a bad mood today... Or was it one of his better days?
If you get lost in the desert, just keep going Northeast. If you're lucky, you'll make it back here.
Wanna ride...?
...Dyne ...Is that you?
Now that's a voice I haven't heard in years... A voice I'll never forget...",0
775,"Hmm? Shall I go with you?
You sure are all acting pretty heroic, considerin' we're not makin' any money on this...
Fortune's good. Everything is perfect!
Man, the Boss was REALLY in a bad mood today... Or was it one of his better days?
If you get lost in the desert, just keep going Northeast. If you're lucky, you'll make it back here.
Wanna ride...?
...Dyne ...Is that you?
Now that's a voice I haven't heard in years... A voice I'll never forget...",1
776,"Hmm? Shall I go with you?
You sure are all acting pretty heroic, considerin' we're not makin' any money on this...
Fortune's good. Everything is perfect!
Man, the Boss was REALLY in a bad mood today... Or was it one of his better days?
If you get lost in the desert, just keep going Northeast. If you're lucky, you'll make it back here.
Wanna ride...?
...Dyne ...Is that you?
Now that's a voice I haven't heard in years... A voice I'll never forget...
---
I always hoped I'd be able to see you again someday... I knew you were alive somewhere... we had the same operation.
Listen to me Dyne. I want to...
What's that?......I hear her voice.
......?
I hear her voice, Eleanor's voice. Begging me... not to hate your rotten guts. That's why I didn't hunt you down...
...I know I was stupid. I'm not asking you to forgive me. But...What're you doin' in a place like this? Why ya wanna kill those that ain't even involved? Why?
...Why!? The hell do you care for!? Are the people killed going to understand 'why'? Are the people of Corel going to understand just hearing Shinra's excuses?
I don't CARE what the reason is! All they give us are artillery and stupid excuses... What's left is a world of despair and emptiness...",0
777,"I always hoped I'd be able to see you again someday... I knew you were alive somewhere... we had the same operation.
Listen to me Dyne. I want to...
What's that?......I hear her voice.
......?
I hear her voice, Eleanor's voice. Begging me... not to hate your rotten guts. That's why I didn't hunt you down...
...I know I was stupid. I'm not asking you to forgive me. But...What're you doin' in a place like this? Why ya wanna kill those that ain't even involved? Why?
...Why!? The hell do you care for!? Are the people killed going to understand 'why'? Are the people of Corel going to understand just hearing Shinra's excuses?
I don't CARE what the reason is! All they give us are artillery and stupid excuses... What's left is a world of despair and emptiness...",1
778,"I always hoped I'd be able to see you again someday... I knew you were alive somewhere... we had the same operation.
Listen to me Dyne. I want to...
What's that?......I hear her voice.
......?
I hear her voice, Eleanor's voice. Begging me... not to hate your rotten guts. That's why I didn't hunt you down...
...I know I was stupid. I'm not asking you to forgive me. But...What're you doin' in a place like this? Why ya wanna kill those that ain't even involved? Why?
...Why!? The hell do you care for!? Are the people killed going to understand 'why'? Are the people of Corel going to understand just hearing Shinra's excuses?
I don't CARE what the reason is! All they give us are artillery and stupid excuses... What's left is a world of despair and emptiness...
---
.......
You still want to hear 'why'? ...All right, I'll tell you. 'Cause I want to destroy everything. The people of this city. This city itself. The whole world! I got nothing left in this world. Corel, Eleanor...... Marlene......
Dyne,Marlene...... Marlene's still alive.
......?
I went back into town. I thought she was gone for sure. That is why I wanted to be by her side till the end. That's when I found her... ...found Marlene.
...
She's in Midgar. Let's go see her together, all right?
So......she's still alive...",0
779,".......
You still want to hear 'why'? ...All right, I'll tell you. 'Cause I want to destroy everything. The people of this city. This city itself. The whole world! I got nothing left in this world. Corel, Eleanor...... Marlene......
Dyne,Marlene...... Marlene's still alive.
......?
I went back into town. I thought she was gone for sure. That is why I wanted to be by her side till the end. That's when I found her... ...found Marlene.
...
She's in Midgar. Let's go see her together, all right?
So......she's still alive...",1
780,".......
You still want to hear 'why'? ...All right, I'll tell you. 'Cause I want to destroy everything. The people of this city. This city itself. The whole world! I got nothing left in this world. Corel, Eleanor...... Marlene......
Dyne,Marlene...... Marlene's still alive.
......?
I went back into town. I thought she was gone for sure. That is why I wanted to be by her side till the end. That's when I found her... ...found Marlene.
...
She's in Midgar. Let's go see her together, all right?
So......she's still alive...
---
All right, Barret. I guess that means you and I gotta fight.
What!?
Eleanor's alone all by herself. I've got to take Marlene to her.
Dyne...are you insane!?
Marlene wants to see her Mom, don't she?
Stop, Dyne! I can't die yet!
Oh yeah? Well my life's been over ever since then.
Stop it! I don't wanna fight you!",0
781,"All right, Barret. I guess that means you and I gotta fight.
What!?
Eleanor's alone all by herself. I've got to take Marlene to her.
Dyne...are you insane!?
Marlene wants to see her Mom, don't she?
Stop, Dyne! I can't die yet!
Oh yeah? Well my life's been over ever since then.
Stop it! I don't wanna fight you!",1
782,"All right, Barret. I guess that means you and I gotta fight.
What!?
Eleanor's alone all by herself. I've got to take Marlene to her.
Dyne...are you insane!?
Marlene wants to see her Mom, don't she?
Stop, Dyne! I can't die yet!
Oh yeah? Well my life's been over ever since then.
Stop it! I don't wanna fight you!
---
Barret!
Cloud, you stay the hell out of it! This is MY problem!!
Urgh!
Back!!
...it wasn't just my arm...... back then...... I lost something irreplaceable. I don't know where I went wrong...
Dyne...I don't know either, man. Is this the only way... we can resolve this?
I told you... I... I want to destroy everything... Everything... This crazy world... Even me...
An' what 'bout Marlene? What's gonna happen to her!?",0
783,"Barret!
Cloud, you stay the hell out of it! This is MY problem!!
Urgh!
Back!!
...it wasn't just my arm...... back then...... I lost something irreplaceable. I don't know where I went wrong...
Dyne...I don't know either, man. Is this the only way... we can resolve this?
I told you... I... I want to destroy everything... Everything... This crazy world... Even me...
An' what 'bout Marlene? What's gonna happen to her!?",1
784,"Barret!
Cloud, you stay the hell out of it! This is MY problem!!
Urgh!
Back!!
...it wasn't just my arm...... back then...... I lost something irreplaceable. I don't know where I went wrong...
Dyne...I don't know either, man. Is this the only way... we can resolve this?
I told you... I... I want to destroy everything... Everything... This crazy world... Even me...
An' what 'bout Marlene? What's gonna happen to her!?
---
...Think about it...Barret... How old was Marlene back then...? Even if I did go to her now... she wouldn't even know me...
And what's more...Barret... These hands are a little too stained to carry Marlene anymore...
......
Barret... Give that pendant to Marlene... It was...Eleanor's... my wife's...memento...
All right...
...wow...Marlene's... already......4......
Barret... Don't ......make... ......Don't ever make Marlene......cry...
Dyne...?",0
785,"...Think about it...Barret... How old was Marlene back then...? Even if I did go to her now... she wouldn't even know me...
And what's more...Barret... These hands are a little too stained to carry Marlene anymore...
......
Barret... Give that pendant to Marlene... It was...Eleanor's... my wife's...memento...
All right...
...wow...Marlene's... already......4......
Barret... Don't ......make... ......Don't ever make Marlene......cry...
Dyne...?",1
786,"...Think about it...Barret... How old was Marlene back then...? Even if I did go to her now... she wouldn't even know me...
And what's more...Barret... These hands are a little too stained to carry Marlene anymore...
......
Barret... Give that pendant to Marlene... It was...Eleanor's... my wife's...memento...
All right...
...wow...Marlene's... already......4......
Barret... Don't ......make... ......Don't ever make Marlene......cry...
Dyne...?
---
Dyne!
Dy------ne!!
...Dyne. Me an' you were the same... My hands ain't any cleaner...... I shouldn't be able to carry...Marlene either...
Uuuurrrrrrgh!!!
You want somethin'?
I want to go up.
Like I told you before, you gotta get the Boss' permission, then win the Chocobo......
Dyne's got his reasons an' can't speak. So, I got this, instead.",0
787,"Dyne!
Dy------ne!!
...Dyne. Me an' you were the same... My hands ain't any cleaner...... I shouldn't be able to carry...Marlene either...
Uuuurrrrrrgh!!!
You want somethin'?
I want to go up.
Like I told you before, you gotta get the Boss' permission, then win the Chocobo......
Dyne's got his reasons an' can't speak. So, I got this, instead.",1
788,"Dyne!
Dy------ne!!
...Dyne. Me an' you were the same... My hands ain't any cleaner...... I shouldn't be able to carry...Marlene either...
Uuuurrrrrrgh!!!
You want somethin'?
I want to go up.
Like I told you before, you gotta get the Boss' permission, then win the Chocobo......
Dyne's got his reasons an' can't speak. So, I got this, instead.
---
Yeah, bull--!!
I want to go up.
R, right. Did you kill Dyne? You must've. Or you'd never be holding that thing. ...So Dyne's dead... Maybe now, the place'll calm down a little. Dyne didn't care who anyone was......
The hell do YOU know!!
R...ri......right! I mean, no, I DON'T know anything. S, s...sorry.
Then, will you get us outta here?
Huh? Oh man, you guys are mistaken. I already told you, there's only one way to get outta here. That's to win the Chocobo Race and that's held up there, in the Gold Saucer. And, only one racer can go up at a time.
Say what!?",0
789,"Yeah, bull--!!
I want to go up.
R, right. Did you kill Dyne? You must've. Or you'd never be holding that thing. ...So Dyne's dead... Maybe now, the place'll calm down a little. Dyne didn't care who anyone was......
The hell do YOU know!!
R...ri......right! I mean, no, I DON'T know anything. S, s...sorry.
Then, will you get us outta here?
Huh? Oh man, you guys are mistaken. I already told you, there's only one way to get outta here. That's to win the Chocobo Race and that's held up there, in the Gold Saucer. And, only one racer can go up at a time.
Say what!?",1
790,"Yeah, bull--!!
I want to go up.
R, right. Did you kill Dyne? You must've. Or you'd never be holding that thing. ...So Dyne's dead... Maybe now, the place'll calm down a little. Dyne didn't care who anyone was......
The hell do YOU know!!
R...ri......right! I mean, no, I DON'T know anything. S, s...sorry.
Then, will you get us outta here?
Huh? Oh man, you guys are mistaken. I already told you, there's only one way to get outta here. That's to win the Chocobo Race and that's held up there, in the Gold Saucer. And, only one racer can go up at a time.
Say what!?
---
Noooo! Really, even if you threaten me!! A rule's a rule. I can't change it. If I do, the whole system down here'll get messed up!! An' I can't do that!
Okay, ok, I'll let one go up there. After that, he's gotta deal with Dio.
Awright then. Cloud, you go. We'll wait down here. Hurry up an' win that Chocobo Race, an' get us outta here!
Right, Cloud. We'll be waiting and rooting for you.
Yes, good luck, Cloud.
You're right. Cloud should do it.
Well, Cloud go get 'em!
Ok Cloud, knock 'em dead!",0
791,"Noooo! Really, even if you threaten me!! A rule's a rule. I can't change it. If I do, the whole system down here'll get messed up!! An' I can't do that!
Okay, ok, I'll let one go up there. After that, he's gotta deal with Dio.
Awright then. Cloud, you go. We'll wait down here. Hurry up an' win that Chocobo Race, an' get us outta here!
Right, Cloud. We'll be waiting and rooting for you.
Yes, good luck, Cloud.
You're right. Cloud should do it.
Well, Cloud go get 'em!
Ok Cloud, knock 'em dead!",1
792,"Noooo! Really, even if you threaten me!! A rule's a rule. I can't change it. If I do, the whole system down here'll get messed up!! An' I can't do that!
Okay, ok, I'll let one go up there. After that, he's gotta deal with Dio.
Awright then. Cloud, you go. We'll wait down here. Hurry up an' win that Chocobo Race, an' get us outta here!
Right, Cloud. We'll be waiting and rooting for you.
Yes, good luck, Cloud.
You're right. Cloud should do it.
Well, Cloud go get 'em!
Ok Cloud, knock 'em dead!
---
Have you decided?
All you need now is a manager. ... and register and get a Chocobo...
Hi......I happened to hear your story.
Ester?
I'll be your manager.
Well, I have nothing against it, but...
This is Ester. She may look kinda funny... But there's no better manager in the races...
That's so rude...",0
793,"Have you decided?
All you need now is a manager. ... and register and get a Chocobo...
Hi......I happened to hear your story.
Ester?
I'll be your manager.
Well, I have nothing against it, but...
This is Ester. She may look kinda funny... But there's no better manager in the races...
That's so rude...",1
794,"Have you decided?
All you need now is a manager. ... and register and get a Chocobo...
Hi......I happened to hear your story.
Ester?
I'll be your manager.
Well, I have nothing against it, but...
This is Ester. She may look kinda funny... But there's no better manager in the races...
That's so rude...
---
Yeah, well. Nice to meet you, Cloud.
All right then, Cloud. I'll send you up the elevator. Ester'll fill you in on the details.
Hmm, so that's what happened. I'll talk to Dio directly. You just concentrate on the race. Oh yeah, getting back to the other thing, there are many different types of Chocobo jockeys. It's not only for criminals. Some people compete for the fame, some people compete for the money, some only for glory... And then there're people like you. Oh yeah, I'll teach you how to ride a Chocobo.
Ummm... First use the
You new?
Hi, Joe.
Hey,Ester you're looking pretty as usual.
Thanks.",0
795,"Yeah, well. Nice to meet you, Cloud.
All right then, Cloud. I'll send you up the elevator. Ester'll fill you in on the details.
Hmm, so that's what happened. I'll talk to Dio directly. You just concentrate on the race. Oh yeah, getting back to the other thing, there are many different types of Chocobo jockeys. It's not only for criminals. Some people compete for the fame, some people compete for the money, some only for glory... And then there're people like you. Oh yeah, I'll teach you how to ride a Chocobo.
Ummm... First use the
You new?
Hi, Joe.
Hey,Ester you're looking pretty as usual.
Thanks.",1
796,"Yeah, well. Nice to meet you, Cloud.
All right then, Cloud. I'll send you up the elevator. Ester'll fill you in on the details.
Hmm, so that's what happened. I'll talk to Dio directly. You just concentrate on the race. Oh yeah, getting back to the other thing, there are many different types of Chocobo jockeys. It's not only for criminals. Some people compete for the fame, some people compete for the money, some only for glory... And then there're people like you. Oh yeah, I'll teach you how to ride a Chocobo.
Ummm... First use the
You new?
Hi, Joe.
Hey,Ester you're looking pretty as usual.
Thanks.
---
Let me introduce you, Cloud. This is Joe, one of the top Chocobo Jockeys.
Nice to meet you, Cloud. If you're with Ester, then...
Right! He's an up and coming jockey. He's only been down here for a day and already he made it up here!!
What!? Oh, I see...
So what did you do down there?
Sorry...you're not supposed to ask about the past here...
Pretty interesting... I have a feeling that we'll meet again. Then, until we meet again, Cloud.
I'm going to check on the Chocobo. You just wait here for a while.",0
797,"Let me introduce you, Cloud. This is Joe, one of the top Chocobo Jockeys.
Nice to meet you, Cloud. If you're with Ester, then...
Right! He's an up and coming jockey. He's only been down here for a day and already he made it up here!!
What!? Oh, I see...
So what did you do down there?
Sorry...you're not supposed to ask about the past here...
Pretty interesting... I have a feeling that we'll meet again. Then, until we meet again, Cloud.
I'm going to check on the Chocobo. You just wait here for a while.",1
798,"Let me introduce you, Cloud. This is Joe, one of the top Chocobo Jockeys.
Nice to meet you, Cloud. If you're with Ester, then...
Right! He's an up and coming jockey. He's only been down here for a day and already he made it up here!!
What!? Oh, I see...
So what did you do down there?
Sorry...you're not supposed to ask about the past here...
Pretty interesting... I have a feeling that we'll meet again. Then, until we meet again, Cloud.
I'm going to check on the Chocobo. You just wait here for a while.
---
I'll be right back.
Don't get cocky. Skills don't matter once you get in the race...
I got nothing to say.
......
The race will start in a few moments. Will the jockeys for the next race, please proceed to the paddock. I repeat...
Cloud
Thanks for waiting. I registered you in the next race. This is a Chocobo I prepared myself. He won't lose easily.
Oh yeah... You know how to ride one?",0
799,"I'll be right back.
Don't get cocky. Skills don't matter once you get in the race...
I got nothing to say.
......
The race will start in a few moments. Will the jockeys for the next race, please proceed to the paddock. I repeat...
Cloud
Thanks for waiting. I registered you in the next race. This is a Chocobo I prepared myself. He won't lose easily.
Oh yeah... You know how to ride one?",1
800,"I'll be right back.
Don't get cocky. Skills don't matter once you get in the race...
I got nothing to say.
......
The race will start in a few moments. Will the jockeys for the next race, please proceed to the paddock. I repeat...
Cloud
Thanks for waiting. I registered you in the next race. This is a Chocobo I prepared myself. He won't lose easily.
Oh yeah... You know how to ride one?
---
Let's see First use the
Then, good luck.
Too bad.
You had a tough situation there.
I was expecting a little more from you.
You were so close.
Let me find a better Chocobo for you. Wait here for a while, OK?
If you couldn't win with that last Chocobo... All right, I'll go get the best Chocobo there is!",0
801,"Let's see First use the
Then, good luck.
Too bad.
You had a tough situation there.
I was expecting a little more from you.
You were so close.
Let me find a better Chocobo for you. Wait here for a while, OK?
If you couldn't win with that last Chocobo... All right, I'll go get the best Chocobo there is!",1
